;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1692;282;32.4658298466
1;2;Champagne;354;59;31.2452830189
2;3;Picardie;414;69;32.3351648352
3;4;Haute-Normandie;318;53;30.880952381
4;5;Centre;540;90;36.0825688073
5;6;Basse-Normandie;300;50;32.9402985075
6;7;Bourgogne;216;36;34.5050505051
7;8;Nord;600;100;30.4054054054
8;9;Lorraine;480;80;31.0343137255
9;10;Alsace;270;45;28.9396551724
10;11;Franche Comté;306;51;31.9712230216
11;12;Pays de la Loire;600;100;32.947761194
12;13;Bretagne;606;101;34.155234657
13;14;Poitou Charentes;444;74;35.2843137255
14;15;Aquitaine;582;97;34.8106995885
15;16;Midi-Pyrénées;450;75;32.25
16;17;limousin;102;17;36.7021276596
17;18;Rhône-Alpes;870;145;32.073878628
18;19;Auvergne;258;43;33.7927927928
19;20;Languedoc;672;112;32.7811447811
20;21;Provence Côte d'Azur;576;96;29.8549019608
