;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;133;19;
1;2;Champagne;56;8;
2;3;Picardie;49;7;
3;4;Haute-Normandie;14;2;
4;5;Centre;49;7;
5;6;Basse-Normandie;49;7;
6;7;Bourgogne;21;3;
7;8;Nord;70;10;
8;9;Lorraine;56;8;
9;10;Alsace;21;3;
10;11;Franche Comté;7;1;
11;12;Pays de la Loire;63;9;
12;13;Bretagne;105;15;
13;14;Poitou Charentes;56;8;
14;15;Aquitaine;28;4;
15;16;Midi-Pyrénées;56;8;
16;17;limousin;21;3;
17;18;Rhône-Alpes;77;11;
18;19;Auvergne;28;4;
19;20;Languedoc;42;6;
20;21;Provence Côte d'Azur;49;7;
