;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1344;32;29.4420529801
1;2;Champagne;0;0;
2;3;Picardie;462;11;39.0896226415
3;4;Haute-Normandie;378;9;32.9451219512
4;5;Centre;210;5;32.4418604651
5;6;Basse-Normandie;168;4;24.0361445783
6;7;Bourgogne;210;5;37.5773195876
7;8;Nord;168;4;26.7361111111
8;9;Lorraine;252;6;31.8932038835
9;10;Alsace;126;3;32.0338983051
10;11;Franche Comté;210;5;32.8942307692
11;12;Pays de la Loire;336;8;31.8709677419
12;13;Bretagne;420;10;35.890625
13;14;Poitou Charentes;168;4;27.9166666667
14;15;Aquitaine;336;8;32.7051282051
15;16;Midi-Pyrénées;252;6;36.3539823009
16;17;limousin;168;4;36.7567567568
17;18;Rhône-Alpes;840;20;30.4332425068
18;19;Auvergne;210;5;32.1881188119
19;20;Languedoc;420;10;31.6631578947
20;21;Provence Côte d'Azur;588;14;32.2401433692
