;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;3606;601;32.0055147059
1;2;Champagne;774;129;32.1971428571
2;3;Picardie;888;148;32.5921375921
3;4;Haute-Normandie;792;132;29.2549019608
4;5;Centre;1218;203;32.5830258303
5;6;Basse-Normandie;816;136;33.3840206186
6;7;Bourgogne;408;68;31.0107526882
7;8;Nord;1362;227;29.9873817035
8;9;Lorraine;1164;194;30.3376146789
9;10;Alsace;714;119;30.7816455696
10;11;Franche Comté;786;131;31.898630137
11;12;Pays de la Loire;1350;225;31.8849270665
12;13;Bretagne;1320;220;33.983713355
13;14;Poitou Charentes;984;164;32.0737527115
14;15;Aquitaine;1464;244;32.0913107511
15;16;Midi-Pyrénées;918;153;30.9230769231
16;17;limousin;264;44;29.487804878
17;18;Rhône-Alpes;2058;343;30.2714740191
18;19;Auvergne;702;117;29.5920245399
19;20;Languedoc;1524;254;30.4374100719
20;21;Provence Côte d'Azur;1362;227;31.6502384738
