;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;29;29;30.5769230769
1;2;Champagne;6;6;33.75
2;3;Picardie;11;11;46.5
3;4;Haute-Normandie;12;12;54.4444444444
4;5;Centre;13;13;29.6363636364
5;6;Basse-Normandie;8;8;27.8571428571
6;7;Bourgogne;7;7;37.8571428571
7;8;Nord;14;14;45.7142857143
8;9;Lorraine;20;20;48.4210526316
9;10;Alsace;9;9;57.5
10;11;Franche Comté;3;3;21.6666666667
11;12;Pays de la Loire;15;15;45.8333333333
12;13;Bretagne;17;17;32.0588235294
13;14;Poitou Charentes;13;13;35.0
14;15;Aquitaine;27;27;36.7916666667
15;16;Midi-Pyrénées;14;14;35.0
16;17;limousin;2;2;40.0
17;18;Rhône-Alpes;22;22;41.7619047619
18;19;Auvergne;7;7;34.5
19;20;Languedoc;18;18;37.2941176471
20;21;Provence Côte d'Azur;15;15;33.4615384615
