;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;21.7652173913
1;2;Champagne;129;129;22.8958333333
2;3;Picardie;148;148;20.8536585366
3;4;Haute-Normandie;132;132;20.9900990099
4;5;Centre;203;203;19.537414966
5;6;Basse-Normandie;136;136;20.3148148148
6;7;Bourgogne;68;68;22.6724137931
7;8;Nord;227;227;19.7914438503
8;9;Lorraine;194;194;21.7579617834
9;10;Alsace;119;119;22.7956989247
10;11;Franche Comté;131;131;22.4356435644
11;12;Pays de la Loire;225;225;19.7434554974
12;13;Bretagne;220;220;20.9893617021
13;14;Poitou Charentes;164;164;20.8865248227
14;15;Aquitaine;244;244;20.6439790576
15;16;Midi-Pyrénées;153;153;19.8416666667
16;17;limousin;44;44;20.0
17;18;Rhône-Alpes;343;343;18.5218978102
18;19;Auvergne;117;117;20.8979591837
19;20;Languedoc;254;254;20.179245283
20;21;Provence Côte d'Azur;227;227;20.5698924731
