;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;420;60;
1;2;Champagne;28;4;
2;3;Picardie;154;22;
3;4;Haute-Normandie;91;13;
4;5;Centre;63;9;
5;6;Basse-Normandie;84;12;
6;7;Bourgogne;63;9;
7;8;Nord;63;9;
8;9;Lorraine;119;17;
9;10;Alsace;84;12;
10;11;Franche Comté;56;8;
11;12;Pays de la Loire;182;26;
12;13;Bretagne;119;17;
13;14;Poitou Charentes;70;10;
14;15;Aquitaine;147;21;
15;16;Midi-Pyrénées;56;8;
16;17;limousin;28;4;
17;18;Rhône-Alpes;322;46;
18;19;Auvergne;56;8;
19;20;Languedoc;140;20;
20;21;Provence Côte d'Azur;196;28;
