;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;36.6926070039
1;2;Champagne;59;59;43.0357142857
2;3;Picardie;69;69;37.4833333333
3;4;Haute-Normandie;53;53;41.875
4;5;Centre;90;90;42.4666666667
5;6;Basse-Normandie;50;50;38.9772727273
6;7;Bourgogne;36;36;38.4848484848
7;8;Nord;100;100;35.8181818182
8;9;Lorraine;80;80;34.7101449275
9;10;Alsace;45;45;39.3658536585
10;11;Franche Comté;51;51;37.25
11;12;Pays de la Loire;100;100;40.2222222222
12;13;Bretagne;101;101;42.5106382979
13;14;Poitou Charentes;74;74;41.4571428571
14;15;Aquitaine;97;97;38.7790697674
15;16;Midi-Pyrénées;75;75;40.7246376812
16;17;limousin;17;17;42.3571428571
17;18;Rhône-Alpes;145;145;39.6044776119
18;19;Auvergne;43;43;38.2894736842
19;20;Languedoc;112;112;35.3333333333
20;21;Provence Côte d'Azur;96;96;34.3975903614
