;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;742;106;36.704361874
1;2;Champagne;294;42;38.7587412587
2;3;Picardie;119;17;38.6448598131
3;4;Haute-Normandie;49;7;34.2307692308
4;5;Centre;315;45;37.8966942149
5;6;Basse-Normandie;119;17;41.0091743119
6;7;Bourgogne;56;8;32.3636363636
7;8;Nord;399;57;33.9398907104
8;9;Lorraine;147;21;39.0074626866
9;10;Alsace;56;8;42.8979591837
10;11;Franche Comté;63;9;36.8793103448
11;12;Pays de la Loire;196;28;38.3160621762
12;13;Bretagne;147;21;43.5766423358
13;14;Poitou Charentes;105;15;35.2474226804
14;15;Aquitaine;133;19;44.5357142857
15;16;Midi-Pyrénées;56;8;42.5
16;17;limousin;14;2;34.6428571429
17;18;Rhône-Alpes;126;18;35.7479674797
18;19;Auvergne;77;11;39.1549295775
19;20;Languedoc;294;42;38.5444444444
20;21;Provence Côte d'Azur;231;33;38.6479591837
