;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;140;20;39.0598290598
1;2;Champagne;42;6;35.7142857143
2;3;Picardie;63;9;39.1666666667
3;4;Haute-Normandie;28;4;47.1153846154
4;5;Centre;77;11;38.3108108108
5;6;Basse-Normandie;105;15;37.6145833333
6;7;Bourgogne;14;2;53.5714285714
7;8;Nord;77;11;27.8356164384
8;9;Lorraine;70;10;31.2285714286
9;10;Alsace;91;13;38.5365853659
10;11;Franche Comté;28;4;33.1481481481
11;12;Pays de la Loire;77;11;37.8985507246
12;13;Bretagne;105;15;32.9019607843
13;14;Poitou Charentes;77;11;32.8873239437
14;15;Aquitaine;126;18;34.5901639344
15;16;Midi-Pyrénées;91;13;39.7647058824
16;17;limousin;28;4;35.4166666667
17;18;Rhône-Alpes;119;17;37.4537037037
18;19;Auvergne;91;13;36.0625
19;20;Languedoc;77;11;39.5205479452
20;21;Provence Côte d'Azur;77;11;33.21875
