;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;3606;601;31.408839779
1;2;Champagne;774;129;32.2019230769
2;3;Picardie;888;148;33.3524804178
3;4;Haute-Normandie;792;132;31.9936102236
4;5;Centre;1218;203;31.8270042194
5;6;Basse-Normandie;816;136;32.5702005731
6;7;Bourgogne;408;68;34.1666666667
7;8;Nord;1362;227;27.9647887324
8;9;Lorraine;1164;194;30.1851851852
9;10;Alsace;714;119;29.6169491525
10;11;Franche Comté;786;131;32.2861538462
11;12;Pays de la Loire;1350;225;31.0797962649
12;13;Bretagne;1320;220;33.2348877375
13;14;Poitou Charentes;984;164;32.4636363636
14;15;Aquitaine;1464;244;32.4801324503
15;16;Midi-Pyrénées;918;153;31.6743002545
16;17;limousin;264;44;32.8070175439
17;18;Rhône-Alpes;2058;343;29.5930232558
18;19;Auvergne;702;117;31.2019230769
19;20;Languedoc;1524;254;29.9616564417
20;21;Provence Côte d'Azur;1362;227;31.3524305556
