;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;2016;48;31.563772776
1;2;Champagne;294;7;35.0538461538
2;3;Picardie;378;9;42.0282485876
3;4;Haute-Normandie;714;17;31.8532110092
4;5;Centre;252;6;34.7826086957
5;6;Basse-Normandie;336;8;35.7142857143
6;7;Bourgogne;252;6;33.1238095238
7;8;Nord;546;13;27.7410358566
8;9;Lorraine;546;13;27.6008230453
9;10;Alsace;252;6;26.6509433962
10;11;Franche Comté;126;3;29.2105263158
11;12;Pays de la Loire;588;14;30.861423221
12;13;Bretagne;714;17;32.6598240469
13;14;Poitou Charentes;672;16;30.3741935484
14;15;Aquitaine;756;18;31.9850299401
15;16;Midi-Pyrénées;378;9;31.1646341463
16;17;limousin;42;1;32.380952381
17;18;Rhône-Alpes;1302;31;32.8484848485
18;19;Auvergne;378;9;29.6875
19;20;Languedoc;504;12;30.5921052632
20;21;Provence Côte d'Azur;840;20;32.5681233933
