;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;43;43;39.487804878
1;2;Champagne;3;3;25.0
2;3;Picardie;7;7;41.6
3;4;Haute-Normandie;7;7;25.0
4;5;Centre;5;5;53.0
5;6;Basse-Normandie;5;5;35.0
6;7;Bourgogne;2;2;22.5
7;8;Nord;6;6;30.3333333333
8;9;Lorraine;10;10;37.2222222222
9;10;Alsace;3;3;26.6666666667
10;11;Franche Comté;2;2;30.0
11;12;Pays de la Loire;17;17;36.0
12;13;Bretagne;16;16;35.7142857143
13;14;Poitou Charentes;4;4;60.0
14;15;Aquitaine;14;14;44.0714285714
15;16;Midi-Pyrénées;12;12;38.1818181818
16;17;limousin;2;2;35.0
17;18;Rhône-Alpes;20;20;37.6315789474
18;19;Auvergne;5;5;35.0
19;20;Languedoc;11;11;37.2727272727
20;21;Provence Côte d'Azur;10;10;31.0
