;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;77;77;19.6142857143
1;2;Champagne;5;5;23.75
2;3;Picardie;12;12;20.8333333333
3;4;Haute-Normandie;21;21;18.3333333333
4;5;Centre;13;13;21.25
5;6;Basse-Normandie;11;11;16.5
6;7;Bourgogne;6;6;28.3333333333
7;8;Nord;11;11;22.2
8;9;Lorraine;15;15;17.9333333333
9;10;Alsace;5;5;22.0
10;11;Franche Comté;4;4;14.75
11;12;Pays de la Loire;28;28;21.0740740741
12;13;Bretagne;32;32;20.3333333333
13;14;Poitou Charentes;8;8;15.7142857143
14;15;Aquitaine;25;25;24.2
15;16;Midi-Pyrénées;19;19;17.5625
16;17;limousin;3;3;13.3333333333
17;18;Rhône-Alpes;43;43;18.1282051282
18;19;Auvergne;9;9;22.7777777778
19;20;Languedoc;25;25;17.0
20;21;Provence Côte d'Azur;24;24;17.6086956522
