;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;420;60;34.247311828
1;2;Champagne;28;4;44.4444444444
2;3;Picardie;154;22;36.4285714286
3;4;Haute-Normandie;91;13;38.7948717949
4;5;Centre;63;9;42.7777777778
5;6;Basse-Normandie;84;12;35.0602409639
6;7;Bourgogne;63;9;40.0819672131
7;8;Nord;63;9;27.9016393443
8;9;Lorraine;119;17;35.8942307692
9;10;Alsace;84;12;31.55
10;11;Franche Comté;56;8;38.8679245283
11;12;Pays de la Loire;182;26;35.4624277457
12;13;Bretagne;119;17;39.2980769231
13;14;Poitou Charentes;70;10;33.4852941176
14;15;Aquitaine;147;21;35.6853146853
15;16;Midi-Pyrénées;56;8;39.0
16;17;limousin;28;4;37.7777777778
17;18;Rhône-Alpes;322;46;34.0067567568
18;19;Auvergne;56;8;46.2037037037
19;20;Languedoc;140;20;34.0
20;21;Provence Côte d'Azur;196;28;36.627027027
