;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;126;18;20.7087378641
1;2;Champagne;28;4;12.4
2;3;Picardie;42;6;20.0
3;4;Haute-Normandie;42;6;22.5161290323
4;5;Centre;98;14;23.65625
5;6;Basse-Normandie;28;4;14.3703703704
6;7;Bourgogne;35;5;12.7037037037
7;8;Nord;63;9;19.1836734694
8;9;Lorraine;84;12;21.7857142857
9;10;Alsace;28;4;19.0
10;11;Franche Comté;161;23;23.0857142857
11;12;Pays de la Loire;70;10;23.9285714286
12;13;Bretagne;63;9;17.6862745098
13;14;Poitou Charentes;98;14;18.3555555556
14;15;Aquitaine;70;10;15.0357142857
15;16;Midi-Pyrénées;84;12;18.825
16;17;limousin;14;2;17.2727272727
17;18;Rhône-Alpes;140;20;19.775862069
18;19;Auvergne;49;7;18.2954545455
19;20;Languedoc;63;9;14.9615384615
20;21;Provence Côte d'Azur;42;6;21.5625
