;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;18;18;38.5
1;2;Champagne;4;4;28.3333333333
2;3;Picardie;6;6;33.3333333333
3;4;Haute-Normandie;6;6;38.0
4;5;Centre;14;14;42.0833333333
5;6;Basse-Normandie;4;4;57.5
6;7;Bourgogne;5;5;26.0
7;8;Nord;9;9;33.1428571429
8;9;Lorraine;12;12;30.0
9;10;Alsace;4;4;27.5
10;11;Franche Comté;23;23;31.9565217391
11;12;Pays de la Loire;10;10;30.625
12;13;Bretagne;9;9;43.125
13;14;Poitou Charentes;14;14;27.7142857143
14;15;Aquitaine;10;10;28.125
15;16;Midi-Pyrénées;12;12;40.6666666667
16;17;limousin;2;2;40.0
17;18;Rhône-Alpes;20;20;36.75
18;19;Auvergne;7;7;44.2857142857
19;20;Languedoc;9;9;32.0
20;21;Provence Côte d'Azur;6;6;35.8333333333
