;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1914;319;31.5555555556
1;2;Champagne;420;70;31.9937106918
2;3;Picardie;474;79;32.9494949495
3;4;Haute-Normandie;474;79;32.1890547264
4;5;Centre;678;113;30.9494584838
5;6;Basse-Normandie;516;86;32.7991071429
6;7;Bourgogne;192;32;36.3157894737
7;8;Nord;762;127;28.4844720497
8;9;Lorraine;684;114;30.5255972696
9;10;Alsace;444;74;29.4331550802
10;11;Franche Comté;480;80;32.9842931937
11;12;Pays de la Loire;750;125;31.5393939394
12;13;Bretagne;714;119;30.9125
13;14;Poitou Charentes;540;90;30.868852459
14;15;Aquitaine;882;147;31.8806366048
15;16;Midi-Pyrénées;468;78;31.4676616915
16;17;limousin;162;27;29.7142857143
17;18;Rhône-Alpes;1188;198;29.4685598377
18;19;Auvergne;444;74;30.165
19;20;Languedoc;852;142;29.7472527473
20;21;Provence Côte d'Azur;786;131;31.9212121212
