;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;18;18;34.8
1;2;Champagne;4;4;23.75
2;3;Picardie;6;6;30.0
3;4;Haute-Normandie;6;6;38.75
4;5;Centre;14;14;40.6666666667
5;6;Basse-Normandie;4;4;57.75
6;7;Bourgogne;5;5;27.5
7;8;Nord;9;9;21.25
8;9;Lorraine;12;12;28.0
9;10;Alsace;4;4;35.0
10;11;Franche Comté;23;23;38.8888888889
11;12;Pays de la Loire;10;10;53.5714285714
12;13;Bretagne;9;9;35.0
13;14;Poitou Charentes;14;14;33.5714285714
14;15;Aquitaine;10;10;40.0
15;16;Midi-Pyrénées;12;12;37.5
16;17;limousin;2;2;37.5
17;18;Rhône-Alpes;20;20;32.0
18;19;Auvergne;7;7;31.4285714286
19;20;Languedoc;9;9;39.1666666667
20;21;Provence Côte d'Azur;6;6;31.25
