;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;106;106;24.6493506494
1;2;Champagne;42;42;22.0555555556
2;3;Picardie;17;17;20.5882352941
3;4;Haute-Normandie;7;7;20.8333333333
4;5;Centre;45;45;20.9375
5;6;Basse-Normandie;17;17;20.7142857143
6;7;Bourgogne;8;8;18.75
7;8;Nord;57;57;22.152173913
8;9;Lorraine;21;21;16.6842105263
9;10;Alsace;8;8;30.0
10;11;Franche Comté;9;9;22.0
11;12;Pays de la Loire;28;28;20.0
12;13;Bretagne;21;21;23.6111111111
13;14;Poitou Charentes;15;15;20.3333333333
14;15;Aquitaine;19;19;28.5294117647
15;16;Midi-Pyrénées;8;8;17.8571428571
16;17;limousin;2;2;17.5
17;18;Rhône-Alpes;18;18;26.0714285714
18;19;Auvergne;11;11;27.5
19;20;Languedoc;42;42;25.4242424242
20;21;Provence Côte d'Azur;33;33;20.0
