;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;448;64;
1;2;Champagne;133;19;
2;3;Picardie;77;11;
3;4;Haute-Normandie;21;3;
4;5;Centre;196;28;
5;6;Basse-Normandie;84;12;
6;7;Bourgogne;21;3;
7;8;Nord;224;32;
8;9;Lorraine;98;14;
9;10;Alsace;28;4;
10;11;Franche Comté;35;5;
11;12;Pays de la Loire;77;11;
12;13;Bretagne;56;8;
13;14;Poitou Charentes;56;8;
14;15;Aquitaine;35;5;
15;16;Midi-Pyrénées;35;5;
16;17;limousin;14;2;
17;18;Rhône-Alpes;77;11;
18;19;Auvergne;42;6;
19;20;Languedoc;140;20;
20;21;Provence Côte d'Azur;126;18;
