;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;1692;282;32.123197903
1;2;Champagne;354;59;33.5384615385
2;3;Picardie;414;69;34.5824742268
3;4;Haute-Normandie;318;53;30.0694444444
4;5;Centre;540;90;34.3697478992
5;6;Basse-Normandie;300;50;35.7357142857
6;7;Bourgogne;216;36;31.9793814433
7;8;Nord;600;100;31.6222222222
8;9;Lorraine;480;80;28.2297297297
9;10;Alsace;270;45;28.664
10;11;Franche Comté;306;51;32.5957446809
11;12;Pays de la Loire;600;100;33.2419928826
12;13;Bretagne;606;101;35.1590106007
13;14;Poitou Charentes;444;74;32.8516746411
14;15;Aquitaine;582;97;33.3940520446
15;16;Midi-Pyrénées;450;75;31.7906976744
16;17;limousin;102;17;30.9375
17;18;Rhône-Alpes;870;145;30.8788659794
18;19;Auvergne;258;43;27.5546218487
19;20;Languedoc;672;112;31.3602693603
20;21;Provence Côte d'Azur;576;96;31.5513307985
