;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;301;43;18.2589928058
1;2;Champagne;21;3;21.3157894737
2;3;Picardie;49;7;19.2045454545
3;4;Haute-Normandie;49;7;14.4347826087
4;5;Centre;35;5;19.84375
5;6;Basse-Normandie;35;5;16.0344827586
6;7;Bourgogne;14;2;21.4285714286
7;8;Nord;42;6;18.3333333333
8;9;Lorraine;70;10;17.3235294118
9;10;Alsace;21;3;17.3684210526
10;11;Franche Comté;14;2;13.3076923077
11;12;Pays de la Loire;119;17;20.1794871795
12;13;Bretagne;112;16;19.0495049505
13;14;Poitou Charentes;28;4;21.25
14;15;Aquitaine;98;14;23.956043956
15;16;Midi-Pyrénées;84;12;16.8260869565
16;17;limousin;14;2;17.6923076923
17;18;Rhône-Alpes;140;20;18.2283464567
18;19;Auvergne;35;5;23.5483870968
19;20;Languedoc;77;11;19.2297297297
20;21;Provence Côte d'Azur;70;10;16.5409836066
