;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;22.0114503817
1;2;Champagne;70;70;21.4035087719
2;3;Picardie;79;79;19.5303030303
3;4;Haute-Normandie;79;79;20.4411764706
4;5;Centre;113;113;21.8681318681
5;6;Basse-Normandie;86;86;19.1
6;7;Bourgogne;32;32;22.5925925926
7;8;Nord;127;127;20.0673076923
8;9;Lorraine;114;114;21.27
9;10;Alsace;74;74;23.0892857143
10;11;Franche Comté;80;80;23.7611940299
11;12;Pays de la Loire;125;125;19.1981132075
12;13;Bretagne;119;119;19.5132743363
13;14;Poitou Charentes;90;90;20.012345679
14;15;Aquitaine;147;147;19.016
15;16;Midi-Pyrénées;78;78;21.2388059701
16;17;limousin;27;27;18.96
17;18;Rhône-Alpes;198;198;19.6104651163
18;19;Auvergne;74;74;20.6875
19;20;Languedoc;142;142;19.5819672131
20;21;Provence Côte d'Azur;131;131;19.7288135593
