;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;36.7781954887
1;2;Champagne;59;59;45.1228070175
2;3;Picardie;69;69;39.7121212121
3;4;Haute-Normandie;53;53;36.6734693878
4;5;Centre;90;90;38.8765432099
5;6;Basse-Normandie;50;50;37.9361702128
6;7;Bourgogne;36;36;32.9444444444
7;8;Nord;100;100;33.1720430108
8;9;Lorraine;80;80;35.0133333333
9;10;Alsace;45;45;36.5263157895
10;11;Franche Comté;51;51;35.387755102
11;12;Pays de la Loire;100;100;40.5376344086
12;13;Bretagne;101;101;41.9292929293
13;14;Poitou Charentes;74;74;40.3768115942
14;15;Aquitaine;97;97;36.7692307692
15;16;Midi-Pyrénées;75;75;40.0666666667
16;17;limousin;17;17;42.5
17;18;Rhône-Alpes;145;145;36.5611510791
18;19;Auvergne;43;43;39.0731707317
19;20;Languedoc;112;112;37.214953271
20;21;Provence Côte d'Azur;96;96;36.0227272727
