;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;38.0392156863
1;2;Champagne;59;59;43.2142857143
2;3;Picardie;69;69;47.7166666667
3;4;Haute-Normandie;53;53;43.4666666667
4;5;Centre;90;90;45.1898734177
5;6;Basse-Normandie;50;50;45.5102040816
6;7;Bourgogne;36;36;32.3125
7;8;Nord;100;100;32.3913043478
8;9;Lorraine;80;80;31.6486486486
9;10;Alsace;45;45;37.45
10;11;Franche Comté;51;51;36.6734693878
11;12;Pays de la Loire;100;100;41.125
12;13;Bretagne;101;101;42.7659574468
13;14;Poitou Charentes;74;74;41.5
14;15;Aquitaine;97;97;40.0357142857
15;16;Midi-Pyrénées;75;75;38.0281690141
16;17;limousin;17;17;34.3333333333
17;18;Rhône-Alpes;145;145;34.5538461538
18;19;Auvergne;43;43;34.6046511628
19;20;Languedoc;112;112;34.9900990099
20;21;Provence Côte d'Azur;96;96;36.3555555556
