;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;37;37;36.1212121212
1;2;Champagne;4;4;35.0
2;3;Picardie;6;6;38.75
3;4;Haute-Normandie;8;8;34.5714285714
4;5;Centre;12;12;43.9090909091
5;6;Basse-Normandie;5;5;51.0
6;7;Bourgogne;2;2;30.0
7;8;Nord;17;17;34.3529411765
8;9;Lorraine;13;13;40.5
9;10;Alsace;19;19;38.5
10;11;Franche Comté;10;10;31.875
11;12;Pays de la Loire;23;23;37.15
12;13;Bretagne;14;14;54.6428571429
13;14;Poitou Charentes;9;9;33.8888888889
14;15;Aquitaine;16;16;35.6666666667
15;16;Midi-Pyrénées;10;10;35.0
16;17;limousin;6;6;31.6666666667
17;18;Rhône-Alpes;31;31;36.4
18;19;Auvergne;8;8;30.625
19;20;Languedoc;20;20;33.95
20;21;Provence Côte d'Azur;9;9;40.5555555556
