;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;60;60;35.7857142857
1;2;Champagne;4;4;37.5
2;3;Picardie;22;22;47.380952381
3;4;Haute-Normandie;13;13;41.0
4;5;Centre;9;9;38.3333333333
5;6;Basse-Normandie;12;12;31.6666666667
6;7;Bourgogne;9;9;56.1111111111
7;8;Nord;9;9;38.3333333333
8;9;Lorraine;17;17;41.3333333333
9;10;Alsace;12;12;30.2
10;11;Franche Comté;8;8;40.625
11;12;Pays de la Loire;26;26;40.2083333333
12;13;Bretagne;17;17;38.4375
13;14;Poitou Charentes;10;10;35.2222222222
14;15;Aquitaine;21;21;36.25
15;16;Midi-Pyrénées;8;8;40.0
16;17;limousin;4;4;28.75
17;18;Rhône-Alpes;46;46;30.8536585366
18;19;Auvergne;8;8;31.25
19;20;Languedoc;20;20;36.3684210526
20;21;Provence Côte d'Azur;28;28;60.2692307692
