;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;282;282;21.1283185841
1;2;Champagne;59;59;19.3043478261
2;3;Picardie;69;69;20.3275862069
3;4;Haute-Normandie;53;53;18.027027027
4;5;Centre;90;90;18.7910447761
5;6;Basse-Normandie;50;50;19.2325581395
6;7;Bourgogne;36;36;22.6451612903
7;8;Nord;100;100;21.0617283951
8;9;Lorraine;80;80;20.90625
9;10;Alsace;45;45;21.3636363636
10;11;Franche Comté;51;51;21.5813953488
11;12;Pays de la Loire;100;100;20.6105263158
12;13;Bretagne;101;101;20.0
13;14;Poitou Charentes;74;74;20.696969697
14;15;Aquitaine;97;97;23.4430379747
15;16;Midi-Pyrénées;75;75;19.7424242424
16;17;limousin;17;17;17.2857142857
17;18;Rhône-Alpes;145;145;18.7844827586
18;19;Auvergne;43;43;19.84375
19;20;Languedoc;112;112;19.2325581395
20;21;Provence Côte d'Azur;96;96;21.4197530864
