;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1914;319;31.8631713555
1;2;Champagne;420;70;34.8571428571
2;3;Picardie;474;79;32.347826087
3;4;Haute-Normandie;474;79;31.3654822335
4;5;Centre;678;113;31.5142857143
5;6;Basse-Normandie;516;86;33.5895196507
6;7;Bourgogne;192;32;35.025
7;8;Nord;762;127;28.7750759878
8;9;Lorraine;684;114;33.8851351351
9;10;Alsace;444;74;30.1875
10;11;Franche Comté;480;80;32.2878787879
11;12;Pays de la Loire;750;125;30.5848484848
12;13;Bretagne;714;119;31.9059561129
13;14;Poitou Charentes;540;90;30.136
14;15;Aquitaine;882;147;31.5151515152
15;16;Midi-Pyrénées;468;78;31.9852941176
16;17;limousin;162;27;30.9863013699
17;18;Rhône-Alpes;1188;198;30.5516569201
18;19;Auvergne;444;74;32.5824742268
19;20;Languedoc;852;142;29.7101827676
20;21;Provence Côte d'Azur;786;131;31.82
