;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;19;19;33.3333333333
1;2;Champagne;8;8;44.375
2;3;Picardie;7;7;37.1428571429
3;4;Haute-Normandie;2;2;60.0
4;5;Centre;7;7;36.2857142857
5;6;Basse-Normandie;7;7;37.8571428571
6;7;Bourgogne;3;3;30.0
7;8;Nord;10;10;50.0
8;9;Lorraine;8;8;30.625
9;10;Alsace;3;3;20.0
10;11;Franche Comté;1;1;30.0
11;12;Pays de la Loire;9;9;44.4444444444
12;13;Bretagne;15;15;38.3333333333
13;14;Poitou Charentes;8;8;55.0
14;15;Aquitaine;4;4;36.25
15;16;Midi-Pyrénées;8;8;33.75
16;17;limousin;3;3;30.0
17;18;Rhône-Alpes;11;11;25.0
18;19;Auvergne;4;4;31.5
19;20;Languedoc;6;6;41.0
20;21;Provence Côte d'Azur;7;7;32.1428571429
