;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;319;319;36.2862068966
1;2;Champagne;70;70;35.8196721311
2;3;Picardie;79;79;36.8243243243
3;4;Haute-Normandie;79;79;33.0289855072
4;5;Centre;113;113;37.2254901961
5;6;Basse-Normandie;86;86;33.7529411765
6;7;Bourgogne;32;32;41.40625
7;8;Nord;127;127;30.6475409836
8;9;Lorraine;114;114;37.5225225225
9;10;Alsace;74;74;33.0434782609
10;11;Franche Comté;80;80;36.1666666667
11;12;Pays de la Loire;125;125;36.5726495726
12;13;Bretagne;119;119;38.3486238532
13;14;Poitou Charentes;90;90;36.5568181818
14;15;Aquitaine;147;147;35.3169014085
15;16;Midi-Pyrénées;78;78;38.3142857143
16;17;limousin;27;27;40.0
17;18;Rhône-Alpes;198;198;33.167539267
18;19;Auvergne;74;74;34.4166666667
19;20;Languedoc;142;142;33.8382352941
20;21;Provence Côte d'Azur;131;131;37.3543307087
