;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;282;282;35.3728813559
1;2;Champagne;59;59;37.4444444444
2;3;Picardie;69;69;38.34375
3;4;Haute-Normandie;53;53;36.6153846154
4;5;Centre;90;90;39.3484848485
5;6;Basse-Normandie;50;50;34.0697674419
6;7;Bourgogne;36;36;37.6470588235
7;8;Nord;100;100;31.2375
8;9;Lorraine;80;80;34.5757575758
9;10;Alsace;45;45;34.0540540541
10;11;Franche Comté;51;51;36.1956521739
11;12;Pays de la Loire;100;100;35.0449438202
12;13;Bretagne;101;101;40.2247191011
13;14;Poitou Charentes;74;74;37.8656716418
14;15;Aquitaine;97;97;38.5569620253
15;16;Midi-Pyrénées;75;75;35.6417910448
16;17;limousin;17;17;40.0
17;18;Rhône-Alpes;145;145;35.78125
18;19;Auvergne;43;43;41.5384615385
19;20;Languedoc;112;112;35.8431372549
20;21;Provence Côte d'Azur;96;96;33.5802469136
