;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;1914;319;32.4134495641
1;2;Champagne;420;70;33.4161849711
2;3;Picardie;474;79;32.0428571429
3;4;Haute-Normandie;474;79;31.5492957746
4;5;Centre;678;113;32.048951049
5;6;Basse-Normandie;516;86;34.2008733624
6;7;Bourgogne;192;32;30.0595238095
7;8;Nord;762;127;32.1676829268
8;9;Lorraine;684;114;32.0325732899
9;10;Alsace;444;74;28.8489583333
10;11;Franche Comté;480;80;30.398989899
11;12;Pays de la Loire;750;125;32.7432024169
12;13;Bretagne;714;119;32.2391304348
13;14;Poitou Charentes;540;90;31.4308300395
14;15;Aquitaine;882;147;31.0294117647
15;16;Midi-Pyrénées;468;78;31.8097560976
16;17;limousin;162;27;30.1643835616
17;18;Rhône-Alpes;1188;198;32.5029239766
18;19;Auvergne;444;74;30.9117647059
19;20;Languedoc;852;142;30.1049868766
20;21;Provence Côte d'Azur;786;131;32.950867052
