;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;742;106;22.5405872193
1;2;Champagne;294;42;19.8149606299
2;3;Picardie;119;17;22.4528301887
3;4;Haute-Normandie;49;7;21.8292682927
4;5;Centre;315;45;18.075
5;6;Basse-Normandie;119;17;18.2178217822
6;7;Bourgogne;56;8;19.7959183673
7;8;Nord;399;57;21.7078313253
8;9;Lorraine;147;21;18.5407407407
9;10;Alsace;56;8;21.0476190476
10;11;Franche Comté;63;9;21.3103448276
11;12;Pays de la Loire;196;28;20.7096774194
12;13;Bretagne;147;21;22.373015873
13;14;Poitou Charentes;105;15;19.5490196078
14;15;Aquitaine;133;19;26.0964912281
15;16;Midi-Pyrénées;56;8;18.0925925926
16;17;limousin;14;2;20.4166666667
17;18;Rhône-Alpes;126;18;19.3518518519
18;19;Auvergne;77;11;23.2028985507
19;20;Languedoc;294;42;22.7341269841
20;21;Provence Côte d'Azur;231;33;20.4387755102
