;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;35;5;
1;2;Champagne;14;2;
2;3;Picardie;28;4;
3;4;Haute-Normandie;28;4;
4;5;Centre;56;8;
5;6;Basse-Normandie;14;2;
6;7;Bourgogne;14;2;
7;8;Nord;28;4;
8;9;Lorraine;28;4;
9;10;Alsace;14;2;
10;11;Franche Comté;56;8;
11;12;Pays de la Loire;35;5;
12;13;Bretagne;21;3;
13;14;Poitou Charentes;35;5;
14;15;Aquitaine;21;3;
15;16;Midi-Pyrénées;49;7;
16;17;limousin;7;1;
17;18;Rhône-Alpes;56;8;
18;19;Auvergne;21;3;
19;20;Languedoc;28;4;
20;21;Provence Côte d'Azur;21;3;
