;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;36.8192090395
1;2;Champagne;129;129;38.4333333333
2;3;Picardie;148;148;42.9776119403
3;4;Haute-Normandie;132;132;40.7719298246
4;5;Centre;203;203;41.8806818182
5;6;Basse-Normandie;136;136;39.6717557252
6;7;Bourgogne;68;68;33.3448275862
7;8;Nord;227;227;34.3497536946
8;9;Lorraine;194;194;35.7
9;10;Alsace;119;119;34.780952381
10;11;Franche Comté;131;131;36.2704918033
11;12;Pays de la Loire;225;225;40.7575757576
12;13;Bretagne;220;220;41.5990338164
13;14;Poitou Charentes;164;164;39.0632911392
14;15;Aquitaine;244;244;36.5688073394
15;16;Midi-Pyrénées;153;153;37.1188811189
16;17;limousin;44;44;34.0540540541
17;18;Rhône-Alpes;343;343;37.1270358306
18;19;Auvergne;117;117;37.9732142857
19;20;Languedoc;254;254;35.6452991453
20;21;Provence Côte d'Azur;227;227;37.7345971564
