;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;252;6;29.0512820513
1;2;Champagne;168;4;33.6363636364
2;3;Picardie;84;2;33.5294117647
3;4;Haute-Normandie;42;1;23.0
4;5;Centre;378;9;27.0526315789
5;6;Basse-Normandie;42;1;42.3333333333
6;7;Bourgogne;84;2;26.0975609756
7;8;Nord;252;6;34.2065217391
8;9;Lorraine;294;7;26.8
9;10;Alsace;84;2;26.5853658537
10;11;Franche Comté;168;4;31.9718309859
11;12;Pays de la Loire;294;7;28.5801526718
12;13;Bretagne;294;7;33.8723404255
13;14;Poitou Charentes;168;4;29.1707317073
14;15;Aquitaine;588;14;29.8795620438
15;16;Midi-Pyrénées;252;6;31.24
16;17;limousin;84;2;30.0
17;18;Rhône-Alpes;336;8;30.2777777778
18;19;Auvergne;252;6;29.6016260163
19;20;Languedoc;420;10;27.5416666667
20;21;Provence Côte d'Azur;252;6;24.0084033613
