;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;37.3122605364
1;2;Champagne;129;129;36.2053571429
2;3;Picardie;148;148;39.2647058824
3;4;Haute-Normandie;132;132;37.2711864407
4;5;Centre;203;203;41.8305084746
5;6;Basse-Normandie;136;136;40.7190082645
6;7;Bourgogne;68;68;38.5573770492
7;8;Nord;227;227;37.5812807882
8;9;Lorraine;194;194;36.1988636364
9;10;Alsace;119;119;34.213592233
10;11;Franche Comté;131;131;34.452991453
11;12;Pays de la Loire;225;225;40.9405940594
12;13;Bretagne;220;220;38.4390243902
13;14;Poitou Charentes;164;164;37.8789808917
14;15;Aquitaine;244;244;36.7072072072
15;16;Midi-Pyrénées;153;153;37.5633802817
16;17;limousin;44;44;42.0238095238
17;18;Rhône-Alpes;343;343;39.5472312704
18;19;Auvergne;117;117;37.7247706422
19;20;Languedoc;254;254;34.2415254237
20;21;Provence Côte d'Azur;227;227;38.6310679612
