;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;2233;319;36.4247560349
1;2;Champagne;490;70;38.043902439
2;3;Picardie;553;79;36.299389002
3;4;Haute-Normandie;553;79;35.1087866109
4;5;Centre;791;113;35.980966325
5;6;Basse-Normandie;602;86;36.5845070423
6;7;Bourgogne;224;32;39.7524752475
7;8;Nord;889;127;34.0688806888
8;9;Lorraine;798;114;36.872972973
9;10;Alsace;518;74;33.0625
10;11;Franche Comté;560;80;36.3095723014
11;12;Pays de la Loire;875;125;36.4886934673
12;13;Bretagne;833;119;37.914893617
13;14;Poitou Charentes;630;90;35.8533333333
14;15;Aquitaine;1029;147;37.3835758836
15;16;Midi-Pyrénées;546;78;36.9958592133
16;17;limousin;189;27;36.1849710983
17;18;Rhône-Alpes;1386;198;34.8617950755
18;19;Auvergne;518;74;36.4835390947
19;20;Languedoc;994;142;34.2535211268
20;21;Provence Côte d'Azur;917;131;37.3468899522
