;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;224;32;38.2608695652
1;2;Champagne;63;9;45.1111111111
2;3;Picardie;98;14;34.686746988
3;4;Haute-Normandie;56;8;38.3529411765
4;5;Centre;147;21;42.1603053435
5;6;Basse-Normandie;126;18;39.0884955752
6;7;Bourgogne;56;8;39.6041666667
7;8;Nord;126;18;25.6101694915
8;9;Lorraine;112;16;35.7476635514
9;10;Alsace;119;17;38.7884615385
10;11;Franche Comté;49;7;36.7346938776
11;12;Pays de la Loire;140;20;35.0420168067
12;13;Bretagne;133;19;35.4838709677
13;14;Poitou Charentes;161;23;43.8344370861
14;15;Aquitaine;161;23;35.1933333333
15;16;Midi-Pyrénées;161;23;40.2617449664
16;17;limousin;42;6;39.4117647059
17;18;Rhône-Alpes;154;22;37.5895522388
18;19;Auvergne;119;17;36.1504424779
19;20;Languedoc;133;19;32.5454545455
20;21;Provence Côte d'Azur;119;17;34.0275229358
