;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;301;43;37.6315789474
1;2;Champagne;21;3;40.7894736842
2;3;Picardie;49;7;47.3404255319
3;4;Haute-Normandie;49;7;35.4318181818
4;5;Centre;35;5;38.6206896552
5;6;Basse-Normandie;35;5;37.1
6;7;Bourgogne;14;2;31.7857142857
7;8;Nord;42;6;34.2
8;9;Lorraine;70;10;40.5072463768
9;10;Alsace;21;3;39.0476190476
10;11;Franche Comté;14;2;38.0769230769
11;12;Pays de la Loire;119;17;38.9565217391
12;13;Bretagne;112;16;32.8585858586
13;14;Poitou Charentes;28;4;41.8518518519
14;15;Aquitaine;98;14;34.7052631579
15;16;Midi-Pyrénées;84;12;38.2345679012
16;17;limousin;14;2;56.1538461538
17;18;Rhône-Alpes;140;20;45.7625899281
18;19;Auvergne;35;5;31.1428571429
19;20;Languedoc;77;11;37.7671232877
20;21;Provence Côte d'Azur;70;10;34.5161290323
