;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;601;601;21.5235173824
1;2;Champagne;129;129;21.8942307692
2;3;Picardie;148;148;19.6585365854
3;4;Haute-Normandie;132;132;20.6160714286
4;5;Centre;203;203;20.9565217391
5;6;Basse-Normandie;136;136;18.3170731707
6;7;Bourgogne;68;68;20.3770491803
7;8;Nord;227;227;20.5882352941
8;9;Lorraine;194;194;20.9695121951
9;10;Alsace;119;119;21.6105263158
10;11;Franche Comté;131;131;22.3603603604
11;12;Pays de la Loire;225;225;19.6666666667
12;13;Bretagne;220;220;19.6551724138
13;14;Poitou Charentes;164;164;20.6148648649
14;15;Aquitaine;244;244;20.5990338164
15;16;Midi-Pyrénées;153;153;19.7769230769
16;17;limousin;44;44;21.025
17;18;Rhône-Alpes;343;343;19.1118644068
18;19;Auvergne;117;117;20.1442307692
19;20;Languedoc;254;254;19.2476635514
20;21;Provence Côte d'Azur;227;227;19.7164179104
