;reg_code;reg_name;entries_num;indiv_num;mean
0;1;Région Parisienne;210;5;26.2840909091
1;2;Champagne;84;2;19.375
2;3;Picardie;168;4;30.0632911392
3;4;Haute-Normandie;168;4;29.126984127
4;5;Centre;336;8;41.3559322034
5;6;Basse-Normandie;84;2;40.5952380952
6;7;Bourgogne;84;2;29.9512195122
7;8;Nord;168;4;28.1587301587
8;9;Lorraine;168;4;34.9322033898
9;10;Alsace;84;2;23.9705882353
10;11;Franche Comté;336;8;30.385620915
11;12;Pays de la Loire;210;5;29.1145833333
12;13;Bretagne;126;3;43.3606557377
13;14;Poitou Charentes;210;5;23.6842105263
14;15;Aquitaine;126;3;27.7586206897
15;16;Midi-Pyrénées;294;7;38.2237762238
16;17;limousin;42;1;34.25
17;18;Rhône-Alpes;336;8;29.7204968944
18;19;Auvergne;126;3;27.7551020408
19;20;Languedoc;168;4;29.6268656716
20;21;Provence Côte d'Azur;126;3;25.1568627451
