;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;539;77;18.4421906694
1;2;Champagne;35;5;20.6666666667
2;3;Picardie;84;12;20.2027027027
3;4;Haute-Normandie;147;21;16.9291338583
4;5;Centre;91;13;20.0853658537
5;6;Basse-Normandie;77;11;18.3823529412
6;7;Bourgogne;42;6;21.3095238095
7;8;Nord;77;11;18.9264705882
8;9;Lorraine;105;15;18.33
9;10;Alsace;35;5;20.1515151515
10;11;Franche Comté;28;4;15.9259259259
11;12;Pays de la Loire;196;28;19.6335078534
12;13;Bretagne;224;32;19.2955665025
13;14;Poitou Charentes;56;8;19.2083333333
14;15;Aquitaine;175;25;23.8915662651
15;16;Midi-Pyrénées;133;19;16.7636363636
16;17;limousin;21;3;15.75
17;18;Rhône-Alpes;301;43;18.3134328358
18;19;Auvergne;63;9;19.0338983051
19;20;Languedoc;175;25;17.6121212121
20;21;Provence Côte d'Azur;168;24;18.0064102564
