;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;601;601;22.1515789474
1;2;Champagne;129;129;20.1875
2;3;Picardie;148;148;21.5483870968
3;4;Haute-Normandie;132;132;19.6060606061
4;5;Centre;203;203;18.8571428571
5;6;Basse-Normandie;136;136;20.407079646
6;7;Bourgogne;68;68;21.8214285714
7;8;Nord;227;227;20.1584699454
8;9;Lorraine;194;194;21.2546583851
9;10;Alsace;119;119;23.5698924731
10;11;Franche Comté;131;131;21.6666666667
11;12;Pays de la Loire;225;225;20.3399014778
12;13;Bretagne;220;220;20.9637305699
13;14;Poitou Charentes;164;164;20.2818791946
14;15;Aquitaine;244;244;21.6585365854
15;16;Midi-Pyrénées;153;153;19.6335877863
16;17;limousin;44;44;19.027027027
17;18;Rhône-Alpes;343;343;19.1103202847
18;19;Auvergne;117;117;19.8369565217
19;20;Languedoc;254;254;19.5450236967
20;21;Provence Côte d'Azur;227;227;21.4141414141
