;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;43;43;46.0
1;2;Champagne;3;3;35.0
2;3;Picardie;7;7;60.0
3;4;Haute-Normandie;7;7;29.1666666667
4;5;Centre;5;5;40.0
5;6;Basse-Normandie;5;5;30.0
6;7;Bourgogne;2;2;30.0
7;8;Nord;6;6;33.4
8;9;Lorraine;10;10;31.0
9;10;Alsace;3;3;70.0
10;11;Franche Comté;2;2;35.0
11;12;Pays de la Loire;17;17;37.6666666667
12;13;Bretagne;16;16;37.0
13;14;Poitou Charentes;4;4;33.75
14;15;Aquitaine;14;14;36.5384615385
15;16;Midi-Pyrénées;12;12;35.4545454545
16;17;limousin;2;2;27.5
17;18;Rhône-Alpes;20;20;32.7777777778
18;19;Auvergne;5;5;40.0
19;20;Languedoc;11;11;42.2727272727
20;21;Provence Côte d'Azur;10;10;45.5555555556
