;reg_code;reg_name;entries_num;indiv_num;mean_duree
0;1;Région Parisienne;21;3;28.0952380952
1;2;Champagne;35;5;58.064516129
2;3;Picardie;14;2;40.9090909091
3;4;Haute-Normandie;21;3;34.75
4;5;Centre;28;4;36.25
5;6;Basse-Normandie;21;3;30.0
6;7;Bourgogne;7;1;60.0
7;8;Nord;56;8;37.5531914894
8;9;Lorraine;28;4;25.6
9;10;Alsace;21;3;28.0769230769
10;11;Franche Comté;7;1;30.0
11;12;Pays de la Loire;7;1;72.5
12;13;Bretagne;7;1;66.4285714286
13;14;Poitou Charentes;7;1;32.1428571429
14;15;Aquitaine;0;0;
15;16;Midi-Pyrénées;14;2;43.125
16;17;limousin;21;3;29.5238095238
17;18;Rhône-Alpes;14;2;37.5
18;19;Auvergne;0;0;
19;20;Languedoc;14;2;80.0
20;21;Provence Côte d'Azur;14;2;75.0
