;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
6;110006;2;mercredi;1;0;20.0;1.0;2.0
7;110006;2;mercredi;2;1;;;
8;110006;2;mercredi;3;0;30.0;1.0;2.0
9;110006;2;mercredi;4;0;;;
10;110006;2;mercredi;5;0;30.0;1.0;2.0
11;110006;2;mercredi;6;1;;;
48;110007;2;mardi;1;0;15.0;1.0;2.0
49;110007;2;mardi;2;1;;;
50;110007;2;mardi;3;0;25.0;0.0;9.0
51;110007;2;mardi;4;0;;;
52;110007;2;mardi;5;0;20.0;1.0;2.0
53;110007;2;mardi;6;1;;;
90;110020;2;mardi;1;0;10.0;1.0;1.0
91;110020;2;mardi;2;1;;;
92;110020;2;mardi;3;0;10.0;1.0;1.0
93;110020;2;mardi;4;0;;;
94;110020;2;mardi;5;0;360.0;3.0;3.0
95;110020;2;mardi;6;1;;;
132;110021;2;lundi;1;0;30.0;1.0;2.0
133;110021;2;lundi;2;0;;;
134;110021;2;lundi;3;0;40.0;1.0;2.0
135;110021;2;lundi;4;0;;;
136;110021;2;lundi;5;0;35.0;1.0;2.0
137;110021;2;lundi;6;0;;;
174;110025;2;jeudi;1;0;10.0;1.0;1.0
175;110025;2;jeudi;2;1;;;
176;110025;2;jeudi;3;0;15.0;1.0;2.0
177;110025;2;jeudi;4;0;;;
178;110025;2;jeudi;5;0;30.0;1.0;2.0
179;110025;2;jeudi;6;1;;;
216;110034;2;mercredi;1;0;23.0;1.0;1.0
217;110034;2;mercredi;2;0;;;
218;110034;2;mercredi;3;0;45.0;1.0;2.0
219;110034;2;mercredi;4;0;;;
220;110034;2;mercredi;5;0;28.0;1.0;1.0
221;110034;2;mercredi;6;0;;;
258;110046;2;dimanche;1;0;30.0;1.0;2.0
259;110046;2;dimanche;2;1;;;
260;110046;2;dimanche;3;0;60.0;1.0;2.0
261;110046;2;dimanche;4;0;;;
262;110046;2;dimanche;5;0;90.0;1.0;3.0
263;110046;2;dimanche;6;0;;;
300;110057;2;dimanche;1;0;15.0;1.0;2.0
301;110057;2;dimanche;2;1;;;
302;110057;2;dimanche;3;0;50.0;1.0;2.0
303;110057;2;dimanche;4;1;;;
304;110057;2;dimanche;5;0;40.0;1.0;2.0
305;110057;2;dimanche;6;0;;;
342;110067;2;lundi;1;0;20.0;1.0;1.0
343;110067;2;lundi;2;0;;;
344;110067;2;lundi;3;0;45.0;2.0;4.0
345;110067;2;lundi;4;0;;;
346;110067;2;lundi;5;0;35.0;1.0;2.0
347;110067;2;lundi;6;1;;;
384;110071;2;samedi;1;0;25.0;1.0;2.0
385;110071;2;samedi;2;0;;;
386;110071;2;samedi;3;0;75.0;3.0;2.0
387;110071;2;samedi;4;0;;;
388;110071;2;samedi;5;0;45.0;3.0;2.0
389;110071;2;samedi;6;0;;;
426;110081;2;vendredi;1;0;65.0;1.0;1.0
427;110081;2;vendredi;2;1;;;
428;110081;2;vendredi;3;0;25.0;1.0;2.0
429;110081;2;vendredi;4;0;;;
430;110081;2;vendredi;5;0;20.0;1.0;2.0
431;110081;2;vendredi;6;1;;;
