;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
30;110006;6;dimanche;1;0;30.0;3.0;2.0
31;110006;6;dimanche;2;1;;;
32;110006;6;dimanche;3;0;45.0;3.0;2.0
33;110006;6;dimanche;4;0;;;
34;110006;6;dimanche;5;0;45.0;3.0;2.0
35;110006;6;dimanche;6;1;;;
72;110007;6;samedi;1;0;15.0;1.0;2.0
73;110007;6;samedi;2;0;;;
74;110007;6;samedi;3;0;35.0;1.0;2.0
75;110007;6;samedi;4;0;;;
76;110007;6;samedi;5;0;60.0;1.0;2.0
77;110007;6;samedi;6;0;;;
114;110020;6;samedi;1;0;11.0;1.0;1.0
115;110020;6;samedi;2;1;;;
116;110020;6;samedi;3;0;20.0;1.0;1.0
117;110020;6;samedi;4;0;;;
118;110020;6;samedi;5;0;30.0;1.0;2.0
119;110020;6;samedi;6;1;;;
156;110021;6;vendredi;1;0;20.0;1.0;2.0
157;110021;6;vendredi;2;0;;;
158;110021;6;vendredi;3;0;40.0;1.0;2.0
159;110021;6;vendredi;4;0;;;
160;110021;6;vendredi;5;0;35.0;1.0;2.0
161;110021;6;vendredi;6;0;;;
198;110025;6;lundi;1;0;15.0;1.0;1.0
199;110025;6;lundi;2;0;;;
200;110025;6;lundi;3;0;20.0;1.0;2.0
201;110025;6;lundi;4;0;;;
202;110025;6;lundi;5;0;20.0;1.0;2.0
203;110025;6;lundi;6;0;;;
240;110034;6;dimanche;1;0;25.0;1.0;1.0
241;110034;6;dimanche;2;0;;;
242;110034;6;dimanche;3;0;27.0;1.0;1.0
243;110034;6;dimanche;4;0;;;
244;110034;6;dimanche;5;0;28.0;1.0;1.0
245;110034;6;dimanche;6;0;;;
282;110046;6;jeudi;1;0;30.0;1.0;2.0
283;110046;6;jeudi;2;0;;;
284;110046;6;jeudi;3;0;30.0;1.0;2.0
285;110046;6;jeudi;4;1;;;
286;110046;6;jeudi;5;0;60.0;1.0;2.0
287;110046;6;jeudi;6;1;;;
324;110057;6;jeudi;1;0;10.0;1.0;1.0
325;110057;6;jeudi;2;0;;;
326;110057;6;jeudi;3;0;60.0;6.0;4.0
327;110057;6;jeudi;4;0;;;
328;110057;6;jeudi;5;0;30.0;1.0;2.0
329;110057;6;jeudi;6;0;;;
366;110067;6;vendredi;1;0;15.0;1.0;2.0
367;110067;6;vendredi;2;0;;;
368;110067;6;vendredi;3;0;30.0;6.0;1.0
369;110067;6;vendredi;4;0;;;
370;110067;6;vendredi;5;0;45.0;1.0;2.0
371;110067;6;vendredi;6;0;;;
408;110071;6;mercredi;1;0;5.0;2.0;1.0
409;110071;6;mercredi;2;0;;;
410;110071;6;mercredi;3;0;50.0;2.0;4.0
411;110071;6;mercredi;4;0;;;
412;110071;6;mercredi;5;1;;;
413;110071;6;mercredi;6;0;;;
450;110081;6;mardi;1;0;45.0;1.0;1.0
451;110081;6;mardi;2;1;;;
452;110081;6;mardi;3;0;30.0;1.0;2.0
453;110081;6;mardi;4;0;;;
454;110081;6;mardi;5;0;25.0;1.0;2.0
455;110081;6;mardi;6;1;;;
492;110110;6;mercredi;1;0;15.0;1.0;1.0
493;110110;6;mercredi;2;1;;;
494;110110;6;mercredi;3;0;30.0;5.0;2.0
495;110110;6;mercredi;4;0;;;
496;110110;6;mercredi;5;0;30.0;1.0;1.0
497;110110;6;mercredi;6;0;;;
534;110113;6;mardi;1;0;15.0;3.0;2.0
535;110113;6;mardi;2;1;;;
536;110113;6;mardi;3;0;60.0;3.0;2.0
537;110113;6;mardi;4;1;;;
538;110113;6;mardi;5;0;30.0;3.0;2.0
539;110113;6;mardi;6;1;;;
576;110125;6;jeudi;1;0;10.0;0.0;9.0
577;110125;6;jeudi;2;1;;;
578;110125;6;jeudi;3;0;10.0;6.0;9.0
579;110125;6;jeudi;4;0;;;
580;110125;6;jeudi;5;0;30.0;0.0;3.0
581;110125;6;jeudi;6;1;;;
618;110137;6;dimanche;1;0;30.0;1.0;2.0
619;110137;6;dimanche;2;1;;;
620;110137;6;dimanche;3;0;30.0;1.0;2.0
621;110137;6;dimanche;4;1;;;
622;110137;6;dimanche;5;0;30.0;1.0;2.0
623;110137;6;dimanche;6;1;;;
660;110147;6;mercredi;1;0;15.0;1.0;1.0
661;110147;6;mercredi;2;1;;;
662;110147;6;mercredi;3;0;25.0;1.0;1.0
663;110147;6;mercredi;4;0;;;
664;110147;6;mercredi;5;0;25.0;1.0;1.0
665;110147;6;mercredi;6;1;;;
702;110152;6;mardi;1;0;25.0;1.0;2.0
703;110152;6;mardi;2;0;;;
704;110152;6;mardi;3;0;15.0;1.0;1.0
705;110152;6;mardi;4;0;;;
706;110152;6;mardi;5;0;30.0;1.0;2.0
707;110152;6;mardi;6;1;;;
744;110167;6;dimanche;1;0;60.0;1.0;2.0
745;110167;6;dimanche;2;1;;;
