;nomen;nojour;nomjour;tyrep;temrep;duree;lieu;avecqui
7290;111118;5;dimanche;1;1;;;
7291;111118;5;dimanche;2;1;;;
7292;111118;5;dimanche;3;0;60.0;1.0;2.0
7293;111118;5;dimanche;4;1;;;
7294;111118;5;dimanche;5;1;;;
7295;111118;5;dimanche;6;1;;;
7332;111120;5;jeudi;1;0;15.0;1.0;1.0
7333;111120;5;jeudi;2;0;;;
7334;111120;5;jeudi;3;0;20.0;1.0;1.0
7335;111120;5;jeudi;4;1;;;
7336;111120;5;jeudi;5;0;30.0;1.0;2.0
7337;111120;5;jeudi;6;1;;;
7374;111121;5;samedi;1;0;20.0;1.0;2.0
7375;111121;5;samedi;2;0;;;
7376;111121;5;samedi;3;0;30.0;1.0;2.0
7377;111121;5;samedi;4;0;;;
7378;111121;5;samedi;5;0;40.0;1.0;2.0
7379;111121;5;samedi;6;1;;;
7416;111134;5;vendredi;1;0;30.0;1.0;1.0
7417;111134;5;vendredi;2;1;;;
7418;111134;5;vendredi;3;0;30.0;3.0;2.0
7419;111134;5;vendredi;4;0;;;
7420;111134;5;vendredi;5;0;30.0;1.0;2.0
7421;111134;5;vendredi;6;0;;;
7458;111138;5;dimanche;1;0;45.0;1.0;1.0
7459;111138;5;dimanche;2;1;;;
7460;111138;5;dimanche;3;1;;;
7461;111138;5;dimanche;4;0;;;
7462;111138;5;dimanche;5;0;45.0;1.0;4.0
7463;111138;5;dimanche;6;1;;;
7500;111139;5;samedi;1;0;60.0;1.0;2.0
7501;111139;5;samedi;2;1;;;
7502;111139;5;samedi;3;0;45.0;1.0;2.0
7503;111139;5;samedi;4;1;;;
7504;111139;5;samedi;5;0;45.0;1.0;1.0
7505;111139;5;samedi;6;1;;;
7542;111140;5;vendredi;1;0;15.0;1.0;1.0
7543;111140;5;vendredi;2;0;;;
7544;111140;5;vendredi;3;0;20.0;1.0;2.0
7545;111140;5;vendredi;4;0;;;
7546;111140;5;vendredi;5;0;20.0;1.0;2.0
7547;111140;5;vendredi;6;0;;;
7584;111142;5;mardi;1;0;20.0;1.0;2.0
7585;111142;5;mardi;2;1;;;
7586;111142;5;mardi;3;0;45.0;1.0;2.0
7587;111142;5;mardi;4;1;;;
7588;111142;5;mardi;5;0;45.0;1.0;2.0
7589;111142;5;mardi;6;1;;;
7626;111149;5;jeudi;1;0;10.0;1.0;1.0
7627;111149;5;jeudi;2;1;;;
7628;111149;5;jeudi;3;0;15.0;1.0;1.0
7629;111149;5;jeudi;4;0;;;
7630;111149;5;jeudi;5;0;20.0;1.0;2.0
