;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
141;110972;13;1;2;2;2;4;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;2;1;58;2;0;1;1;6.0;0;3.0;220030;2.0;;;;;;;;11;1;1.0;2.0;;;5;0.3834913;1.0;2.0;3.0;1.0;3.0;3.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;2.0;3.0;3.0;2.0;4.0;2.0;3.0;3.0;2.0;2.0;1.0;5.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
142;110974;11;1;3;1;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;5;1;41;2;3;1;1;10.0;0;5.0;220030;2.0;;;;;;;;7;1;2.0;2.0;;;4;0.1533965;3.0;3.0;1.0;1.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
143;110978;9;1;3;4;2;4;2;1;1;1;2;2;3;2;4;1;;;;;4;2;40;3;1;1;1;10.0;0;5.0;220030;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;3;2;2.0;1.0;1.0;;4;0.2876185;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;1.0;3.0;3.0;1.0;5.0;1.0;16.0;1.0;;3.0;3.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
144;110979;12;1;3;2;2;2;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;5;1;42;2;3;1;1;9.0;0;4.0;220030;2.0;;;;;;;;9;1;3.0;2.0;;;4;0.1533965;1.0;1.0;3.0;2.0;2.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;2.0;3.0;2.0;2.0;5.0;1.0;2.0;2.0;4.0;1.0;;3.0;2.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
145;110984;7;1;3;2;2;1;1;1;1;1;1;2;2;1;4;1;1.0;2.0;1.0;2.0;3;1;52;3;0;1;1;2.0;0;2.0;220058;2.0;;;;;;;;9;1;7.0;9.0;;0.0;5;0.3834913;1.0;1.0;1.0;1.0;4.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;9.0;7.0;2.0;4.0;3.0;4.0;2.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;2.0;3.0;5.0;5.0;1.0;2.0;16.0;1.0;;1.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;5.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
146;110985;3;1;3;1;2;2;1;1;1;1;1;2;2;2;4;1;1.0;2.0;1.0;2.0;4;1;39;2;2;1;1;10.0;0;5.0;220058;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;10;1;1.0;2.0;;;4;0.1917457;1.0;2.0;2.0;1.0;4.0;4.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;1.0;2.0;3.0;4.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;1.0;1.0;3.0;2.0;5.0;5.0;1.0;1.0;1.0;4.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
147;110987;2;1;3;2;1;2;1;1;1;1;1;2;1;1;4;1;1.0;2.0;1.0;1.0;2;1;56;2;0;1;1;16.0;0;7.0;220058;2.0;;;;;;;;7;4;3.0;2.0;1.0;;5;0.5710399;1.0;1.0;1.0;1.0;3.0;4.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;9.0;2.0;7.0;2.0;2.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;2.0;2.0;1.0;2.0;5.0;3.0;2.0;5.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;;2.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;1.0;2.0;2.0;2.0;;2.0
148;110988;11;1;3;4;2;4;1;1;1;1;1;2;1;1;4;1;1.0;2.0;1.0;2.0;2;1;30;2;0;1;1;10.0;0;5.0;220058;2.0;;;;;;;;9;1;1.0;2.0;;;4;0.3837093;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;99.0;9.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
149;110989;10;1;3;1;1;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;1;1;44;1;0;1;1;7.0;0;4.0;220058;2.0;;;;;;;;11;1;3.0;2.0;;;4;1.378674;1.0;1.0;3.0;4.0;1.0;4.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;3.0;3.0;2.0;1.0;1.0;4.0;1.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;4.0;2.0;3.0;3.0;3.0;3.0;1.0;4.0;1.0;;2.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
150;110990;13;1;3;2;2;3;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;2.0;2;1;60;2;0;1;1;8.0;0;4.0;220058;2.0;;;;;;;;7;1;3.0;2.0;;;6;0.3834913;1.0;2.0;1.0;1.0;2.0;4.0;9.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;3.0;3.0;5.0;1.0;1.0;5.0;7.0;1.0;7.0;1.0;1.0;7.0;2.0;2.0;6.0;2.0;3.0;2.0;3.0;3.0;2.0;2.0;1.0;3.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
151;110994;15;1;3;5;2;4;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;1.0;4;1;50;2;2;1;1;1.0;0;1.0;220079;2.0;;;;;;;;11;1;7.0;9.0;;1.0;5;0.1917457;3.0;3.0;3.0;4.0;1.0;3.0;2.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;5.0;3.0;9.0;2.0;2.0;3.0;2.0;5.0;2.0;4.0;7.0;7.0;1.0;2.0;1.0;2.0;4.0;1.0;5.0;5.0;1.0;1.0;5.0;5.0;1.0;;2.0;1.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
152;110995;15;1;3;1;2;2;1;1;1;1;1;2;3;1;4;2;1.0;1.0;1.0;1.0;2;1;30;2;0;1;1;11.0;0;6.0;220079;2.0;;;;;;;;11;1;3.0;2.0;;;4;0.3835894;1.0;1.0;1.0;1.0;3.0;4.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;1.0;2.0;7.0;2.0;3.0;4.0;2.0;2.0;2.0;7.0;1.0;1.0;6.0;1.0;2.0;2.0;3.0;2.0;1.0;5.0;2.0;16.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
153;110999;11;1;3;4;2;4;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;3;1;34;2;1;1;1;3.0;0;2.0;220079;2.0;;;;;;;;11;1;7.0;2.0;;0.0;4;0.4526965;2.0;1.0;1.0;2.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;3.0;3.0;5.0;5.0;1.0;6.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
154;111001;7;1;3;2;2;2;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;4;1;57;4;0;1;1;1.0;0;1.0;220079;2.0;;;;;;;;11;1;7.0;2.0;;0.0;5;0.3834913;1.0;1.0;1.0;1.0;1.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;1.0;2.0;4.0;3.0;3.0;3.0;3.0;4.0;3.0;3.0;1.0;1.0;1.0;1.0;3.0;3.0;6.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
