;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
548;112452;7;1;4;2;1;2;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;1.0;3;1;41;2;1;1;1;1.0;3;1.0;540018;2.0;;;;;;;;11;1;7.0;9.0;;0.0;4;0.2698214;1.0;1.0;1.0;1.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;2.0;4.0;2.0;1.0;1.0;1.0;1.0;7.0;2.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;6.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
549;112453;7;1;2;2;2;3;1;2;1;1;1;2;2;1;4;1;1.0;1.0;1.0;1.0;2;1;47;2;0;1;1;11.0;3;6.0;540018;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.4040113;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;6.0;2.0;7.0;3.0;1.0;3.0;1.0;3.0;7.0;3.0;1.0;1.0;6.0;2.0;2.0;2.0;3.0;2.0;5.0;5.0;2.0;2.0;1.0;6.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
550;112456;5;1;1;2;2;4;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;3;1;56;3;0;1;1;11.0;3;6.0;540018;2.0;;;;;;;;7;1;4.0;2.0;;;5;0.4039924;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;2.0;3.0;3.0;3.0;2.0;1.0;6.0;1.0;3.0;6.0;3.0;1.0;7.0;2.0;2.0;6.0;6.0;2.0;1.0;3.0;5.0;1.0;1.0;5.0;8.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
551;112459;6;1;1;4;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;1.0;3;1;27;2;1;1;1;11.0;3;6.0;540018;2.0;;;;;;;;7;1;3.0;2.0;;;3;0.6613191;1.0;1.0;1.0;2.0;1.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;3.0;2.0;2.0;4.0;2.0;3.0;3.0;2.0;1.0;2.0;4.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
552;112460;6;1;2;2;1;3;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;2;1;59;2;0;1;1;16.0;3;7.0;540018;2.0;;;;;;;;12;4;1.0;2.0;1.0;;5;0.4039927;1.0;1.0;1.0;2.0;4.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;1.0;1.0;2.0;4.0;4.0;2.0;1.0;1.0;3.0;2.0;3.0;1.0;3.0;1.0;7.0;1.0;2.0;6.0;6.0;4.0;2.0;3.0;2.0;1.0;1.0;1.0;4.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
553;112462;3;1;4;4;2;3;1;1;1;1;1;1;5;3;1;2;1.0;1.0;1.0;1.0;6;1;43;3;3;1;1;11.0;3;6.0;540018;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;4.0;3.0;;;4;0.2029803;3.0;1.0;3.0;1.0;1.0;4.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;4.0;1.0;3.0;2.0;7.0;7.0;3.0;1.0;1.0;3.0;1.0;6.0;2.0;7.0;2.0;3.0;6.0;6.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
554;112465;8;1;4;5;1;3;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;1.0;2;1;62;2;0;1;1;16.0;3;7.0;540052;2.0;;;;;;;;6;4;3.0;2.0;1.0;;6;0.4039927;1.0;1.0;4.0;1.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;4.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;1.0;3.0;2.0;3.0;3.0;2.0;4.0;2.0;4.0;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
555;112466;8;1;4;2;2;3;1;1;1;1;1;2;5;2;3;3;1.0;1.0;1.0;2.0;4;1;39;2;2;1;1;11.0;3;6.0;540052;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;3.0;2.0;;;4;0.2019964;1.0;2.0;3.0;1.0;2.0;2.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;3.0;3.0;5.0;4.0;1.0;6.0;7.0;5.0;5.0;5.0;2.0;3.0;6.0;6.0;6.0;6.0;3.0;2.0;5.0;5.0;5.0;5.0;2.0;11.0;1.0;;3.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;1.0;2.0;1.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
556;112467;5;1;4;2;3;3;1;1;1;1;1;2;4;2;4;1;1.0;1.0;1.0;2.0;3;1;62;3;0;1;1;16.0;3;7.0;540052;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2;4;1.0;2.0;1.0;;6;0.403994;1.0;1.0;6.0;1.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;5.0;1.0;1.0;5.0;2.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;7.0;1.0;7.0;1.0;6.0;6.0;6.0;6.0;1.0;3.0;3.0;2.0;2.0;3.0;16.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
557;112480;10;1;3;2;2;3;1;1;1;1;1;2;3;1;4;1;1.0;1.0;1.0;2.0;4;1;50;4;0;1;1;6.0;3;3.0;540086;2.0;;;;;;;;11;1;2.0;2.0;;;5;0.4039924;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;5.0;2.0;7.0;1.0;1.0;4.0;1.0;4.0;1.0;1.0;1.0;7.0;2.0;6.0;6.0;6.0;4.0;2.0;5.0;2.0;3.0;1.0;1.0;5.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
