;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
173;111118;14;1;4;3;1;4;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;5;1;49;4;1;1;1;11.0;0;6.0;230023;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.3067931;4.0;4.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;3.0;1.0;2.0;3.0;2.0;1.0;1.0;7.0;1.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;3.0;5.0;3.0;4.0;2.0;4.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
174;111120;10;1;4;2;2;3;1;1;1;1;1;2;4;2;4;2;2.0;1.0;1.0;2.0;3;1;48;2;1;1;1;7.0;0;4.0;230023;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;3.0;2.0;;;4;0.9194492;1.0;1.0;1.0;1.0;4.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;5.0;2.0;1.0;1.0;1.0;2.0;7.0;1.0;1.0;1.0;7.0;7.0;1.0;6.0;6.0;1.0;2.0;1.0;5.0;5.0;1.0;1.0;5.0;16.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
175;111121;9;1;3;1;2;3;1;1;1;1;1;2;2;1;4;1;2.0;1.0;1.0;2.0;4;1;36;2;2;1;1;10.0;0;5.0;230023;2.0;;;;;;;;9;1;1.0;2.0;;;4;0.1917457;3.0;2.0;2.0;3.0;1.0;2.0;9.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;3.0;2.0;5.0;3.0;3.0;3.0;3.0;1.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;1.0;1.0;;;;;;;;;;
176;111134;15;6;2;1;1;3;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;1;2;41;1;0;3;1;10.0;0;5.0;232005;2.0;;;;;;;;7;1;3.0;3.0;;;4;0.3165613;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;3.0;3.0;2.0;2.0;2.0;5.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
177;111138;2;6;2;3;1;2;2;1;1;2;1;2;4;2;4;1;;;;;1;2;55;1;0;3;1;9.0;0;4.0;232005;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;2;3.0;2.0;1.0;;5;0.3165613;1.0;1.0;3.0;1.0;2.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;5.0;5.0;1.0;2.0;5.0;16.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
178;111139;2;6;2;3;3;2;2;1;1;2;1;2;5;3;2;1;;;;;4;2;31;1;3;3;1;10.0;0;5.0;232005;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;2;3.0;2.0;1.0;;4;0.0791403;1.0;1.0;3.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;7.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;6.0;3.0;3.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;6.0;1.0;;2.0;9.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
179;111140;12;6;1;2;2;2;2;1;1;1;1;1;2;2;4;1;;;;;3;1;50;3;0;3;1;6.0;0;3.0;232005;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;12;1;1.0;2.0;;;5;0.3165612;3.0;4.0;4.0;3.0;1.0;4.0;9.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;5.0;2.0;4.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
180;111142;6;6;2;2;1;3;1;1;1;1;1;2;1;1;4;1;2.0;2.0;1.0;2.0;2;1;80;2;0;3;1;16.0;0;7.0;232005;2.0;;;;;;;;10;4;1.0;2.0;1.0;;7;0.3165613;1.0;1.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;5.0;5.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
181;111149;10;6;2;4;2;4;1;1;1;1;1;2;4;2;4;1;2.0;1.0;1.0;2.0;4;1;42;2;2;3;1;11.0;0;6.0;232005;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;3.0;2.0;;;4;0.1583143;2.0;2.0;2.0;2.0;1.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;99.0;9.0;;9.0;9.0;9.0;9.0;;;;;;;;;;2.0;2.0;2.0;1.0;;;;;;;;;
182;111153;7;8;1;3;3;3;2;1;1;1;1;1;2;1;2;1;;;;;3;1;24;2;1;4;1;11.0;0;6.0;233001;;;;;;;;;7;1;3.0;5.0;;;2;0.189618;4.0;4.0;5.0;2.0;4.0;2.0;5.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;3.0;2.0;3.0;5.0;3.0;3.0;3.0;11.0;1.0;;2.0;1.0;4.0;3.0;;;;;;;;;;1.0;1.0;2.0;;;;;;;;;;
