;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
665;112885;2;1;4;4;1;3;2;1;1;1;1;2;5;2;3;3;;;;;1;2;52;1;0;1;1;10.0;4;5.0;740047;;1.0;2.0;2.0;2.0;2.0;2.0;2.0;7;1;3.0;3.0;;;5;0.3812302;2.0;2.0;2.0;4.0;4.0;3.0;5.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;4.0;2.0;3.0;1.0;2.0;3.0;7.0;1.0;1.0;2.0;9.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;6.0;1.0;;3.0;1.0;3.0;4.0;;;;;;;;;;1.0;1.0;1.0;;;;;;;;;;
666;112888;11;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;4;1;34;2;2;1;1;9.0;4;4.0;740047;2.0;;;;;;;;8;1;3.0;2.0;;;4;0.6816089;1.0;1.0;9.0;1.0;4.0;4.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;2.0;2.0;3.0;2.0;3.0;9.0;1.0;2.0;3.0;3.0;3.0;4.0;2.0;3.0;3.0;3.0;2.0;3.0;2.0;3.0;5.0;5.0;3.0;2.0;2.0;5.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
667;112898;6;2;2;4;3;2;2;1;1;1;1;1;3;2;4;1;;;;;1;2;76;1;0;2;1;16.0;4;7.0;741001;;2.0;2.0;2.0;1.0;2.0;2.0;2.0;8;4;3.0;2.0;1.0;;7;1.127082;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;9.0;1.0;2.0;3.0;9.0;4.0;7.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;5.0;4.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
668;112900;12;2;1;2;2;3;1;1;1;1;1;2;4;2;4;1;2.0;1.0;1.0;2.0;2;1;72;2;0;2;1;17.0;4;7.0;741001;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;12;5;7.0;2.0;1.0;1.0;6;0.3524223;3.0;2.0;4.0;2.0;4.0;4.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;3.0;1.0;1.0;1.0;1.0;2.0;7.0;3.0;1.0;2.0;1.0;4.0;4.0;1.0;1.0;2.0;2.0;5.0;4.0;2.0;4.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
669;112902;8;4;2;2;1;2;1;2;1;1;1;2;4;1;4;1;1.0;1.0;1.0;2.0;2;1;65;2;0;2;1;16.0;4;7.0;741001;2.0;;;;;;;;9;4;1.0;2.0;1.0;;6;1.265766;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;6.0;2.0;4.0;1.0;1.0;5.0;7.0;3.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;2.0;5.0;2.0;1.0;5.0;4.0;2.0;4.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
670;112904;4;4;2;4;1;2;1;2;1;2;1;2;2;1;4;1;2.0;1.0;1.0;2.0;3;2;38;1;2;2;1;10.0;4;5.0;741001;2.0;;;;;;;;4;1;3.0;3.0;;;4;0.1172786;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;1.0;2.0;6.0;2.0;3.0;1.0;1.0;3.0;7.0;3.0;1.0;3.0;2.0;7.0;2.0;2.0;6.0;1.0;3.0;2.0;3.0;5.0;9.0;2.0;2.0;16.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
671;112907;5;4;2;2;2;4;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;2;1;72;2;0;2;1;16.0;4;7.0;741001;2.0;;;;;;;;6;4;7.0;2.0;1.0;1.0;6;0.3524223;1.0;1.0;1.0;1.0;4.0;4.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;1.0;1.0;2.0;4.0;2.0;1.0;2.0;2.0;3.0;9.0;2.0;9.0;9.0;9.0;9.0;1.0;9.0;9.0;9.0;5.0;1.0;9.0;9.0;9.0;2.0;9.0;4.0;2.0;6.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
672;112908;15;4;1;4;1;2;2;1;1;1;1;2;4;1;3;1;;;;;3;1;42;2;1;2;1;11.0;4;6.0;741001;;;;;;;;;7;1;3.0;3.0;;;4;0.2366938;3.0;3.0;4.0;3.0;4.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;3.0;2.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;5.0;3.0;2.0;2.0;3.0;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
673;112909;8;4;4;2;2;4;1;1;1;1;1;2;2;1;4;1;2.0;1.0;1.0;2.0;3;1;59;2;1;2;1;7.0;4;4.0;741001;2.0;;;;;;;;8;1;2.0;2.0;;;5;0.2345568;1.0;1.0;1.0;1.0;3.0;4.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;3.0;1.0;2.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;2.0;5.0;3.0;3.0;3.0;3.0;7.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
674;112923;1;7;1;4;1;2;2;1;1;2;1;2;4;1;4;1;;;;;1;2;24;1;0;4;1;15.0;4;8.0;743001;;;;;;;;;12;3;;;2.0;;2;0.2928955;1.0;1.0;3.0;1.0;4.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;1.0;1.0;3.0;3.0;4.0;1.0;1.0;5.0;1.0;4.0;1.0;1.0;1.0;1.0;2.0;2.0;6.0;6.0;4.0;1.0;4.0;4.0;4.0;4.0;5.0;6.0;1.0;;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
