;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
632;112744;8;1;3;1;2;4;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;2;1;56;2;0;1;1;11.0;6;6.0;730046;2.0;;;;;;;;7;1;4.0;2.0;;;5;0.3949478;1.0;1.0;2.0;2.0;2.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;3.0;1.0;3.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;9.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
633;112754;2;1;3;1;2;4;1;1;1;1;1;2;2;1;4;1;2.0;1.0;1.0;2.0;2;1;43;2;0;1;1;11.0;6;6.0;730046;2.0;;;;;;;;6;1;4.0;2.0;;;4;0.3949479;3.0;3.0;2.0;1.0;1.0;3.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;5.0;4.0;2.0;3.0;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
634;112755;6;1;3;2;2;4;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;1.0;2;1;64;2;0;1;1;16.0;6;7.0;730046;2.0;;;;;;;;8;4;7.0;3.0;1.0;0.0;6;0.3949487;1.0;1.0;4.0;1.0;4.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;3.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;7.0;3.0;6.0;6.0;6.0;3.0;2.0;5.0;5.0;2.0;1.0;2.0;3.0;1.0;;1.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
635;112756;3;1;4;2;1;2;1;1;1;1;1;1;5;1;4;1;1.0;1.0;1.0;1.0;1;1;45;1;0;1;1;1.0;6;1.0;730114;2.0;;;;;;;;7;1;7.0;2.0;;0.0;4;1.200644;4.0;4.0;4.0;4.0;4.0;4.0;4.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;3.0;1.0;3.0;2.0;1.0;2.0;3.0;4.0;2.0;4.0;3.0;2.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
636;112760;6;1;3;2;1;2;1;2;1;1;1;2;2;1;4;1;2.0;1.0;1.0;1.0;1;2;68;1;0;1;1;16.0;6;7.0;730114;2.0;;;;;;;;7;4;1.0;3.0;1.0;;6;1.275051;3.0;2.0;4.0;2.0;4.0;4.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;6.0;2.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;7.0;1.0;2.0;1.0;1.0;6.0;3.0;1.0;5.0;5.0;2.0;2.0;5.0;16.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
637;112761;4;1;3;2;1;2;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;1;1;62;1;0;1;1;16.0;6;7.0;730114;2.0;;;;;;;;6;4;1.0;2.0;1.0;;6;1.421812;1.0;1.0;1.0;1.0;4.0;3.0;5.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;1.0;1.0;3.0;4.0;1.0;1.0;7.0;3.0;1.0;1.0;7.0;7.0;1.0;1.0;2.0;2.0;1.0;6.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;4.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
638;112762;14;1;4;2;2;3;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;2.0;3;1;52;3;0;1;1;9.0;6;4.0;730114;2.0;;;;;;;;14;1;1.0;2.0;;;5;0.3949483;2.0;3.0;4.0;4.0;2.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;2.0;2.0;2.0;6.0;6.0;6.0;6.0;4.0;2.0;5.0;2.0;3.0;1.0;4.0;16.0;1.0;;2.0;2.0;2.0;4.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
639;112764;11;1;4;2;2;2;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;2.0;2;1;75;2;0;1;1;16.0;6;7.0;730114;2.0;;;;;;;;8;4;3.0;2.0;1.0;;7;1.420937;2.0;2.0;3.0;1.0;1.0;3.0;9.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;2.0;2.0;3.0;2.0;5.0;3.0;7.0;9.0;7.0;4.0;7.0;7.0;7.0;3.0;3.0;2.0;6.0;6.0;4.0;2.0;5.0;5.0;2.0;5.0;2.0;4.0;1.0;;2.0;3.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
640;112765;15;1;3;2;1;4;1;1;1;1;1;2;4;1;4;1;2.0;1.0;1.0;2.0;3;1;67;3;0;1;1;16.0;6;7.0;730114;2.0;;;;;;;;7;4;3.0;2.0;1.0;;6;0.3992322;3.0;3.0;3.0;2.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;3.0;1.0;1.0;1.0;2.0;2.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;6.0;2.0;4.0;2.0;5.0;3.0;2.0;1.0;1.0;4.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
641;112767;13;1;4;1;1;3;1;1;1;1;1;2;5;2;4;1;1.0;1.0;1.0;1.0;4;1;55;3;1;1;1;1.0;6;1.0;730114;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;6;1;7.0;2.0;;0.0;5;0.2962109;1.0;1.0;1.0;1.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;9.0;2.0;9.0;9.0;9.0;9.0;9.0;9.0;2.0;9.0;9.0;9.0;9.0;2.0;9.0;9.0;9.0;9.0;3.0;16.0;9.0;;9.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
