;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
0;110006;6;1;3;2;1;3;1;1;1;1;1;2;4;1;4;1;1.0;2.0;1.0;2.0;2;1;59;2;0;1;1;16.0;2;7.0;110028;2.0;;;;;;;;2;4;3.0;2.0;1.0;;5;1.172518;1.0;3.0;1.0;1.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;3.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;3.0;2.0;1.0;3.0;1.0;3.0;3.0;2.0;2.0;1.0;9.0;2.0;10.0;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
1;110007;12;1;3;2;2;3;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;2.0;2;1;70;2;0;1;1;16.0;2;7.0;110028;2.0;;;;;;;;7;4;6.0;2.0;1.0;4.0;6;1.371343;4.0;4.0;4.0;4.0;4.0;4.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;7.0;7.0;2.0;2.0;6.0;6.0;3.0;1.0;2.0;2.0;1.0;2.0;5.0;4.0;2.0;4.0;2.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;;1.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
2;110020;10;1;3;2;1;4;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;4;1;47;3;1;1;1;8.0;2;4.0;110034;2.0;;;;;;;;7;1;4.0;2.0;;;4;0.2924149;1.0;1.0;3.0;1.0;4.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0;5.0;2.0;1.0;5.0;1.0;4.0;7.0;4.0;1.0;3.0;6.0;6.0;6.0;6.0;4.0;3.0;5.0;3.0;3.0;3.0;3.0;5.0;2.0;4.0;3.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
3;110021;6;2;3;2;1;3;1;2;1;1;1;2;4;1;2;1;1.0;1.0;1.0;2.0;2;1;79;2;0;2;1;17.0;2;7.0;111022;2.0;;;;;;;;5;5;6.0;2.0;1.0;2.0;7;0.35582;3.0;3.0;4.0;3.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;6.0;2.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;7.0;6.0;1.0;6.0;6.0;6.0;1.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
4;110025;7;2;3;2;1;4;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;2;1;46;2;0;2;1;8.0;2;4.0;111022;2.0;;;;;;;;10;1;3.0;1.0;;;4;0.3537949;1.0;1.0;1.0;2.0;3.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;1.0;1.0;1.0;2.0;4.0;1.0;4.0;1.0;2.0;6.0;6.0;6.0;2.0;4.0;2.0;5.0;5.0;5.0;2.0;5.0;16.0;1.0;;3.0;2.0;3.0;1.0;1.0;1.0;2.0;1.0;2.0;;1.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
5;110034;4;3;1;2;1;2;2;2;1;1;1;2;2;1;4;1;;;;;1;2;61;1;0;2;1;16.0;2;7.0;111039;;;;;;;;;6;4;3.0;1.0;1.0;;6;1.243115;4.0;4.0;4.0;4.0;1.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;1.0;4.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;1.0;5.0;5.0;1.0;5.0;5.0;5.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
6;110046;12;3;1;2;1;3;1;1;1;1;1;2;1;1;4;2;2.0;1.0;1.0;2.0;2;1;76;2;0;2;1;16.0;2;7.0;111039;2.0;;;;;;;;10;4;3.0;2.0;1.0;;7;1.02301;1.0;1.0;2.0;1.0;4.0;1.0;5.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;6.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;3.0;2.0;3.0;2.0;5.0;2.0;1.0;1.0;5.0;5.0;2.0;98.0;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
7;110057;10;6;3;2;2;3;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;2;1;53;2;0;3;1;7.0;2;4.0;112008;2.0;;;;;;;;9;1;3.0;2.0;;;5;0.3177672;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;7.0;1.0;2.0;2.0;3.0;7.0;7.0;1.0;2.0;3.0;2.0;6.0;3.0;3.0;2.0;5.0;5.0;5.0;2.0;1.0;4.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
8;110067;13;9;1;4;3;2;2;1;1;1;1;2;2;1;4;1;;;;;4;1;38;2;2;5;1;6.0;2;3.0;114001;;;;;;;;;12;1;3.0;2.0;;;4;0.4422813;3.0;4.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;7.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;3.0;2.0;2.0;5.0;2.0;1.0;2.0;16.0;2.0;98.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
9;110071;9;9;1;4;3;1;2;1;1;1;1;2;4;1;4;1;;;;;2;2;32;1;1;5;1;9.0;2;4.0;114001;;;;;;;;;12;1;3.0;2.0;;;4;0.4422813;2.0;1.0;1.0;1.0;4.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;4.0;2.0;2.0;1.0;3.0;2.0;2.0;7.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;6.0;6.0;2.0;2.0;2.0;5.0;5.0;5.0;1.0;5.0;16.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
