;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
279;111479;12;1;3;2;2;2;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;4;1;42;2;2;1;1;5.0;4;3.0;260019;2.0;;;;;;;;12;1;2.0;1.0;;;4;0.1906151;2.0;2.0;2.0;2.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;3.0;3.0;1.0;3.0;4.0;2.0;4.0;1.0;4.0;1.0;1.0;2.0;3.0;2.0;3.0;3.0;2.0;3.0;3.0;2.0;2.0;2.0;4.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
280;111496;13;1;3;1;2;3;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;4;1;45;2;2;1;1;10.0;4;5.0;260053;2.0;;;;;;;;10;1;3.0;2.0;;;4;0.1906155;1.0;3.0;2.0;1.0;3.0;4.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;1.0;1.0;3.0;4.0;6.0;3.0;2.0;6.0;2.0;3.0;7.0;3.0;2.0;2.0;3.0;4.0;6.0;6.0;4.0;2.0;3.0;3.0;1.0;1.0;3.0;4.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
281;111500;9;1;4;1;2;3;1;1;1;1;1;2;4;2;2;1;1.0;1.0;1.0;2.0;5;1;41;2;3;1;1;11.0;4;6.0;260053;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;3.0;2.0;;;4;0.1524927;1.0;1.0;1.0;1.0;2.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;3.0;4.0;3.0;3.0;5.0;3.0;4.0;4.0;4.0;3.0;3.0;2.0;2.0;2.0;3.0;4.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
284;111514;3;3;1;4;1;2;1;1;1;1;1;2;2;1;4;3;2.0;1.0;1.0;2.0;4;1;42;2;2;2;1;11.0;4;6.0;261028;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.1759176;3.0;3.0;3.0;3.0;1.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;3.0;3.0;3.0;1.0;3.0;4.0;2.0;4.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
285;111516;12;5;2;1;2;3;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;5;1;43;2;3;3;1;3.0;4;2.0;262005;2.0;;;;;;;;7;1;7.0;2.0;;4.0;4;0.1261238;1.0;1.0;3.0;1.0;3.0;4.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;5.0;2.0;1.0;7.0;1.0;2.0;7.0;1.0;1.0;1.0;7.0;7.0;2.0;2.0;6.0;2.0;3.0;2.0;3.0;5.0;5.0;2.0;5.0;6.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
286;111517;7;5;4;2;2;4;1;2;1;1;1;2;3;1;4;1;2.0;1.0;1.0;2.0;2;1;45;1;1;3;1;9.0;4;4.0;262005;2.0;;;;;;;;7;1;2.0;2.0;;;4;0.5670911;1.0;1.0;1.0;1.0;2.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;1.0;6.0;3.0;1.0;7.0;1.0;1.0;7.0;3.0;7.0;7.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;1.0;5.0;5.0;5.0;2.0;5.0;3.0;2.0;3.0;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
287;111527;6;5;2;2;3;4;1;1;1;1;1;1;4;2;4;1;1.0;2.0;1.0;2.0;2;1;73;2;0;3;1;16.0;4;7.0;262005;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2;4;7.0;2.0;1.0;0.0;6;1.131208;1.0;1.0;2.0;2.0;4.0;3.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;2.0;4.0;2.0;3.0;3.0;2.0;6.0;7.0;3.0;2.0;7.0;1.0;7.0;2.0;6.0;6.0;6.0;3.0;2.0;5.0;5.0;3.0;1.0;5.0;4.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
288;111531;6;5;2;2;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;2;1;69;2;0;3;1;16.0;4;7.0;262005;2.0;;;;;;;;6;4;1.0;2.0;1.0;;6;1.134186;3.0;3.0;2.0;2.0;3.0;4.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;2.0;3.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;3.0;3.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
289;111538;3;8;2;3;3;2;2;1;1;1;1;1;4;1;4;1;;;;;1;2;64;1;0;4;1;16.0;4;7.0;263001;;;;;;;;;6;4;2.0;3.0;1.0;;6;1.054396;3.0;4.0;4.0;3.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;3.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;9.0;2.0;1.0;3.0;3.0;2.0;2.0;3.0;10.0;2.0;10.0;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
290;111539;3;8;1;4;1;2;2;1;1;2;1;2;2;1;4;1;;;;;2;2;30;1;1;4;1;11.0;4;6.0;263001;;;;;;;;;7;2;3.0;1.0;1.0;;4;0.1464477;1.0;1.0;2.0;6.0;1.0;3.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;1.0;2.0;1.0;4.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;1.0;16.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
