;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
490;112282;3;1;3;4;1;2;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;1;1;30;1;0;1;1;10.0;3;5.0;530036;2.0;;;;;;;;11;1;1.0;2.0;;;4;0.4064968;2.0;3.0;3.0;4.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;3.0;2.0;1.0;4.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;3.0;2.0;3.0;2.0;2.0;2.0;2.0;10.0;1.0;;2.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
491;112283;15;1;4;2;2;3;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;2.0;2;1;53;2;0;1;1;10.0;3;5.0;530036;2.0;;;;;;;;7;1;2.0;2.0;;;5;0.4039924;1.0;3.0;4.0;2.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;2.0;3.0;1.0;1.0;3.0;1.0;3.0;3.0;3.0;1.0;1.0;2.0;2.0;2.0;2.0;4.0;2.0;3.0;3.0;2.0;1.0;2.0;4.0;2.0;4.0;2.0;1.0;2.0;4.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
492;112286;2;1;4;2;1;2;1;2;1;1;1;2;4;1;4;1;1.0;1.0;1.0;1.0;2;1;59;2;0;1;1;1.0;3;1.0;530036;2.0;;;;;;;;6;1;7.0;2.0;;0.0;5;0.4039924;3.0;4.0;4.0;2.0;3.0;4.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;6.0;2.0;1.0;1.0;7.0;1.0;7.0;1.0;7.0;7.0;7.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;3.0;3.0;2.0;5.0;2.0;2.0;9.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
493;112288;15;1;4;1;2;3;1;1;1;1;1;2;4;2;4;1;1.0;1.0;1.0;2.0;3;1;47;2;1;1;1;1.0;3;1.0;530036;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;6.0;2.0;;0.0;4;0.2693283;2.0;2.0;2.0;2.0;4.0;4.0;2.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;4.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;2.0;3.0;1.0;1.0;2.0;2.0;6.0;6.0;3.0;2.0;2.0;2.0;2.0;1.0;5.0;99.0;1.0;;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;;5.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;1.0;;2.0
494;112294;7;1;4;2;2;3;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;1.0;5;1;41;2;3;1;1;12.0;3;6.0;530046;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.161597;3.0;2.0;3.0;1.0;2.0;4.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;4.0;2.0;1.0;1.0;1.0;3.0;7.0;1.0;1.0;1.0;2.0;7.0;6.0;2.0;6.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;4.0;1.0;;3.0;2.0;2.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
495;112303;8;1;4;2;2;2;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;2.0;4;1;32;2;2;1;1;12.0;3;6.0;530046;2.0;;;;;;;;7;1;4.0;2.0;;;4;0.2019986;4.0;1.0;4.0;1.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;5.0;2.0;1.0;1.0;1.0;7.0;9.0;2.0;1.0;1.0;7.0;7.0;6.0;6.0;6.0;6.0;6.0;6.0;3.0;3.0;2.0;2.0;3.0;8.0;2.0;8.0;2.0;1.0;2.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
496;112304;2;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;1.0;2;1;38;2;0;1;1;10.0;3;5.0;530046;2.0;;;;;;;;12;1;3.0;2.0;;;4;0.4039924;2.0;4.0;3.0;6.0;3.0;4.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;5.0;1.0;4.0;4.0;5.0;5.0;5.0;5.0;7.0;5.0;7.0;5.0;7.0;7.0;3.0;3.0;6.0;6.0;3.0;2.0;3.0;5.0;1.0;1.0;1.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
497;112306;15;1;4;2;1;2;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;2;1;70;2;0;1;1;16.0;3;7.0;530058;2.0;;;;;;;;2;4;3.0;2.0;1.0;;6;0.4039926;1.0;1.0;3.0;1.0;3.0;3.0;5.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;2.0;7.0;2.0;2.0;2.0;2.0;2.0;2.0;7.0;2.0;2.0;2.0;2.0;2.0;2.0;5.0;5.0;2.0;5.0;5.0;4.0;2.0;4.0;2.0;1.0;4.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
498;112309;15;1;4;2;2;3;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;2.0;2;1;67;2;0;1;1;16.0;3;7.0;530058;2.0;;;;;;;;7;4;1.0;2.0;1.0;;6;0.404194;1.0;1.0;1.0;2.0;1.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;2.0;3.0;4.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;2.0;2.0;1.0;2.0;5.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
499;112311;15;1;4;2;2;3;1;1;1;1;1;2;1;1;4;1;1.0;2.0;1.0;2.0;2;1;69;2;0;1;1;16.0;3;7.0;530058;2.0;;;;;;;;4;4;1.0;2.0;1.0;;6;0.404194;1.0;1.0;1.0;1.0;1.0;4.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;6.0;3.0;2.0;2.0;2.0;1.0;7.0;3.0;1.0;7.0;1.0;7.0;2.0;3.0;1.0;2.0;4.0;1.0;3.0;3.0;2.0;2.0;9.0;4.0;2.0;5.0;3.0;1.0;2.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
