;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
776;113333;9;1;3;2;1;4;1;1;1;2;1;2;2;1;4;1;2.0;1.0;1.0;2.0;2;1;65;2;0;1;1;16.0;7;7.0;910057;2.0;;;;;;;;6;4;1.0;2.0;1.0;;6;0.3810896;1.0;4.0;4.0;4.0;4.0;4.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;4.0;2.0;1.0;1.0;1.0;2.0;7.0;3.0;7.0;7.0;1.0;1.0;1.0;1.0;6.0;6.0;1.0;2.0;5.0;5.0;1.0;1.0;1.0;4.0;2.0;4.0;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
777;113346;15;1;4;7;4;5;1;1;1;2;1;1;4;2;4;1;2.0;2.0;2.0;2.0;2;1;35;1;1;1;1;2.0;7;2.0;910074;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;9;1;3.0;2.0;;;4;0.1905399;1.0;1.0;3.0;1.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;3.0;3.0;2.0;1.0;5.0;3.0;1.0;7.0;1.0;7.0;7.0;1.0;1.0;7.0;1.0;7.0;1.0;1.0;6.0;6.0;1.0;1.0;5.0;5.0;5.0;2.0;2.0;4.0;1.0;;3.0;4.0;1.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
778;113349;11;1;4;4;2;2;1;1;1;1;1;2;2;1;4;1;2.0;1.0;2.0;2.0;2;1;55;2;0;1;1;10.0;7;5.0;910091;2.0;;;;;;;;4;1;7.0;2.0;;0.0;5;0.3810794;4.0;3.0;3.0;3.0;3.0;4.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;3.0;2.0;4.0;1.0;1.0;1.0;1.0;3.0;3.0;1.0;1.0;1.0;2.0;3.0;2.0;2.0;4.0;2.0;5.0;3.0;3.0;3.0;5.0;99.0;9.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
779;113350;3;1;3;4;3;2;2;2;1;1;1;1;6;3;3;2;;;;;3;1;20;2;1;1;1;11.0;7;6.0;910091;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;2;3.0;1.0;1.0;;2;0.6630677;1.0;1.0;1.0;1.0;1.0;1.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;3.0;1.0;1.0;6.0;2.0;6.0;2.0;7.0;3.0;2.0;4.0;1.0;4.0;2.0;2.0;1.0;6.0;6.0;6.0;3.0;1.0;3.0;3.0;2.0;5.0;3.0;4.0;1.0;;2.0;1.0;3.0;4.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
780;113351;8;1;3;4;1;2;2;1;1;1;1;2;4;1;4;1;;;;;1;2;42;1;0;1;1;10.0;7;5.0;910091;;;;;;;;;11;1;3.0;2.0;;;4;0.3810794;1.0;2.0;3.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;5.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;7.0;3.0;1.0;1.0;1.0;7.0;6.0;6.0;5.0;6.0;3.0;1.0;5.0;5.0;3.0;2.0;3.0;5.0;2.0;1.0;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
781;113358;7;1;2;3;1;2;2;1;1;1;1;2;1;1;4;1;;;;;1;1;29;1;0;1;1;11.0;7;6.0;910091;;;;;;;;;9;1;3.0;2.0;;;3;1.371873;3.0;3.0;3.0;3.0;4.0;4.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;3.0;3.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;4.0;4.0;4.0;3.0;2.0;2.0;1.0;1.0;4.0;4.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
782;113359;1;1;1;2;1;4;2;1;1;1;1;2;2;1;4;1;;;;;2;1;77;2;0;1;1;16.0;7;7.0;910091;;;;;;;;;6;4;6.0;2.0;1.0;7.0;7;0.3890761;4.0;3.0;4.0;4.0;3.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;4.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;2.0;4.0;1.0;2.0;2.0;3.0;3.0;3.0;4.0;2.0;4.0;3.0;1.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
783;113361;2;2;1;4;1;2;2;1;1;1;1;2;3;1;4;1;;;;;1;2;48;1;0;2;1;11.0;7;6.0;911004;;;;;;;;;7;1;4.0;2.0;;;4;0.3522075;3.0;3.0;4.0;4.0;4.0;4.0;3.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;4.0;2.0;1.0;3.0;2.0;3.0;2.0;7.0;5.0;2.0;3.0;7.0;7.0;3.0;2.0;2.0;6.0;2.0;3.0;3.0;2.0;5.0;5.0;2.0;5.0;2.0;3.0;1.0;;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
784;113362;2;2;2;2;3;2;2;1;1;1;1;2;2;1;4;1;;;;;1;2;77;1;0;2;1;18.0;7;8.0;911004;;;;;;;;;2;6;;;2.0;;7;0.3379668;3.0;1.0;2.0;1.0;4.0;4.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;1.0;4.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;5.0;5.0;2.0;4.0;5.0;4.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
785;113363;15;2;1;2;2;3;1;1;1;1;1;2;2;1;4;1;2.0;1.0;1.0;2.0;3;1;60;3;0;2;1;3.0;7;2.0;911004;2.0;;;;;;;;11;1;7.0;9.0;;0.0;6;0.3379668;1.0;1.0;4.0;4.0;1.0;4.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;5.0;5.0;1.0;1.0;5.0;5.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
