;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
675;112935;7;5;2;4;1;2;2;1;1;2;2;2;2;1;4;1;;;;;2;2;20;2;0;3;1;10.0;5;5.0;820030;;;;;;;;;9;1;3.0;3.0;;;2;0.32819;9.0;9.0;9.0;9.0;9.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;9.0;99.0;9.0;;9.0;9.0;9.0;9.0;;;;;;;;;;2.0;2.0;2.0;1.0;;;;;;;;;
676;112936;9;1;3;2;2;3;1;2;1;1;1;2;4;2;4;1;1.0;1.0;1.0;1.0;5;1;48;2;3;1;1;11.0;5;6.0;820030;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;7;1;4.0;2.0;;;4;0.1620238;2.0;2.0;2.0;2.0;3.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;6.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;2.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;4.0;1.0;;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
677;112937;11;1;1;3;2;2;2;1;1;1;1;2;2;1;4;1;;;;;4;1;31;2;2;1;1;11.0;5;6.0;820030;;;;;;;;;7;1;3.0;2.0;;;4;0.2226351;1.0;1.0;1.0;5.0;1.0;4.0;5.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;3.0;1.0;4.0;2.0;6.0;3.0;7.0;4.0;4.0;4.0;3.0;3.0;3.0;4.0;3.0;4.0;3.0;4.0;4.0;1.0;4.0;4.0;2.0;4.0;3.0;4.0;1.0;;3.0;2.0;3.0;4.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
678;112943;15;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;3;1;51;3;0;1;1;6.0;5;3.0;820043;2.0;;;;;;;;7;1;3.0;2.0;;;5;0.405054;4.0;4.0;4.0;2.0;2.0;4.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;3.0;3.0;3.0;3.0;7.0;3.0;3.0;4.0;3.0;7.0;1.0;3.0;2.0;2.0;2.0;3.0;4.0;3.0;5.0;2.0;1.0;5.0;1.0;5.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
679;112944;5;1;3;2;2;3;1;1;1;1;1;2;3;1;4;1;1.0;1.0;1.0;2.0;2;1;69;2;0;1;1;16.0;5;7.0;820043;2.0;;;;;;;;8;4;1.0;2.0;1.0;;6;0.4065182;1.0;1.0;1.0;1.0;4.0;2.0;5.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;9.0;4.0;3.0;2.0;4.0;3.0;5.0;3.0;1.0;5.0;7.0;3.0;7.0;7.0;2.0;7.0;3.0;6.0;6.0;6.0;4.0;2.0;5.0;5.0;2.0;2.0;5.0;3.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;;2.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
680;112946;7;1;3;2;2;4;1;2;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;6;1;48;2;4;1;1;9.0;5;4.0;820043;2.0;;;;;;;;10;1;3.0;2.0;;;4;0.1350159;2.0;2.0;4.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;9.0;2.0;1.0;2.0;6.0;2.0;2.0;7.0;1.0;2.0;2.0;2.0;2.0;2.0;7.0;2.0;6.0;6.0;6.0;6.0;6.0;2.0;5.0;5.0;5.0;1.0;5.0;5.0;1.0;;3.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
681;112948;4;1;3;2;2;4;1;1;1;1;1;2;3;2;4;1;1.0;1.0;1.0;2.0;5;1;48;4;1;1;1;11.0;5;6.0;820043;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;10;1;3.0;2.0;;;4;0.3240381;1.0;1.0;1.0;1.0;1.0;3.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;6.0;6.0;3.0;2.0;5.0;2.0;2.0;2.0;1.0;7.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
682;112958;9;1;4;2;1;2;1;2;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;2;1;79;2;0;1;1;16.0;5;7.0;820052;2.0;;;;;;;;8;4;3.0;2.0;1.0;;7;0.4050488;1.0;1.0;1.0;3.0;1.0;4.0;2.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;6.0;4.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;6.0;4.0;3.0;3.0;2.0;1.0;1.0;1.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
683;112960;12;1;4;2;2;4;1;2;1;1;1;2;2;1;4;1;1.0;2.0;1.0;2.0;4;1;56;4;0;1;1;6.0;5;3.0;820052;2.0;;;;;;;;7;1;1.0;2.0;;;5;0.4050807;1.0;1.0;3.0;1.0;2.0;4.0;3.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;6.0;2.0;1.0;1.0;1.0;3.0;1.0;3.0;1.0;9.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;2.0;1.0;5.0;1.0;1.0;5.0;3.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
684;112969;11;1;4;4;2;4;2;1;1;1;1;2;2;1;4;1;;;;;4;1;36;2;2;1;1;11.0;5;6.0;820131;;;;;;;;;7;1;3.0;2.0;;;4;0.2025254;3.0;2.0;3.0;1.0;3.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;4.0;2.0;3.0;3.0;3.0;2.0;3.0;6.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;1.0;;;;;;;;;
685;112972;5;1;4;2;2;2;1;2;1;1;1;2;5;1;4;3;1.0;1.0;1.0;2.0;4;1;34;2;2;1;1;1.0;5;1.0;820131;2.0;;;;;;;;7;1;7.0;2.0;;0.0;4;0.2026535;2.0;2.0;2.0;2.0;2.0;5.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;1.0;6.0;3.0;2.0;1.0;1.0;3.0;1.0;3.0;7.0;3.0;1.0;7.0;2.0;2.0;6.0;6.0;2.0;2.0;5.0;5.0;2.0;2.0;5.0;3.0;1.0;;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
686;112974;11;1;3;2;2;3;1;1;1;1;1;2;2;1;4;1;1.0;1.0;1.0;2.0;3;1;43;2;1;1;1;6.0;5;3.0;820131;2.0;;;;;;;;11;1;3.0;2.0;;;4;0.2871777;3.0;3.0;2.0;3.0;4.0;4.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;4.0;3.0;5.0;1.0;1.0;2.0;7.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;6.0;6.0;3.0;2.0;3.0;2.0;2.0;2.0;1.0;6.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
687;112976;10;1;4;4;1;2;2;2;1;1;1;2;2;1;4;1;;;;;1;1;52;1;0;1;1;11.0;5;6.0;820131;;;;;;;;;6;1;3.0;2.0;;;5;0.4051434;2.0;3.0;3.0;3.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;5.0;5.0;1.0;6.0;3.0;6.0;3.0;7.0;6.0;2.0;4.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;5.0;3.0;4.0;2.0;4.0;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
688;112982;8;1;3;4;1;3;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;2.0;3;1;57;2;1;1;1;11.0;5;6.0;820180;2.0;;;;;;;;11;1;3.0;3.0;;;5;0.2700318;1.0;1.0;1.0;1.0;3.0;4.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;4.0;4.0;1.0;3.0;6.0;7.0;3.0;1.0;7.0;7.0;7.0;3.0;3.0;6.0;6.0;4.0;2.0;3.0;5.0;1.0;3.0;1.0;5.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
689;112989;5;4;1;4;1;2;2;1;1;2;1;2;3;2;4;1;;;;;1;2;23;1;0;2;1;15.0;5;8.0;821030;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;11;3;3.0;4.0;1.0;;2;0.3654057;1.0;1.0;2.0;4.0;4.0;4.0;3.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;3.0;2.0;2.0;2.0;3.0;2.0;6.0;7.0;5.0;2.0;2.0;6.0;3.0;6.0;6.0;6.0;6.0;5.0;3.0;2.0;3.0;3.0;4.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
690;112994;12;4;4;2;2;3;1;1;1;1;1;2;1;2;4;1;1.0;1.0;1.0;2.0;2;1;53;2;0;2;1;6.0;5;3.0;821030;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;10;1;3.0;2.0;;;5;0.3654021;3.0;2.0;2.0;3.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;3.0;3.0;2.0;3.0;3.0;4.0;2.0;4.0;3.0;4.0;1.0;1.0;2.0;6.0;6.0;2.0;3.0;2.0;3.0;5.0;2.0;1.0;3.0;8.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
691;112995;9;2;4;2;1;2;1;1;1;1;1;2;1;1;4;1;1.0;1.0;1.0;2.0;1;2;69;1;0;2;1;16.0;5;7.0;821030;2.0;;;;;;;;12;4;1.0;2.0;1.0;;6;1.293528;1.0;1.0;1.0;1.0;3.0;3.0;9.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;4.0;4.0;1.0;2.0;1.0;3.0;1.0;5.0;1.0;3.0;1.0;1.0;3.0;3.0;1.0;2.0;3.0;1.0;3.0;3.0;3.0;3.0;9.0;8.0;2.0;7.0;2.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
692;112999;4;2;1;4;1;2;2;1;1;2;1;2;5;3;2;1;;;;;2;1;19;2;0;2;1;11.0;5;6.0;821030;;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;2;3.0;2.0;1.0;;1;0.3654022;2.0;2.0;2.0;2.0;4.0;4.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;3.0;1.0;5.0;3.0;6.0;2.0;6.0;6.0;7.0;6.0;7.0;2.0;2.0;7.0;2.0;5.0;6.0;6.0;6.0;2.0;5.0;5.0;2.0;4.0;1.0;16.0;9.0;;1.0;1.0;3.0;9.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
693;113005;14;3;3;2;2;4;1;1;1;1;1;2;1;1;3;1;2.0;1.0;1.0;2.0;5;1;50;4;1;2;1;5.0;5;3.0;821052;2.0;;;;;;;;12;1;7.0;2.0;;0.0;5;0.7504359;1.0;1.0;2.0;1.0;1.0;4.0;1.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;3.0;2.0;3.0;2.0;4.0;1.0;2.0;3.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;3.0;5.0;2.0;5.0;2.0;4.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
694;113007;10;3;1;2;1;4;1;1;1;1;1;2;2;1;4;1;1.0;2.0;1.0;2.0;2;2;61;2;0;2;1;18.0;5;8.0;821052;2.0;;;;;;;;7;6;3.0;2.0;1.0;;6;0.3654021;1.0;1.0;1.0;1.0;3.0;2.0;5.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;1.0;1.0;1.0;4.0;3.0;2.0;7.0;7.0;7.0;7.0;2.0;7.0;2.0;7.0;7.0;2.0;2.0;1.0;2.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;8.0;1.0;;2.0;1.0;3.0;1.0;2.0;2.0;1.0;1.0;2.0;;2.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
695;113008;9;3;3;2;2;2;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;2;1;57;2;0;2;1;9.0;5;4.0;821052;2.0;;;;;;;;7;1;3.0;2.0;;;5;0.3654021;1.0;1.0;4.0;1.0;1.0;4.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;1.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;3.0;7.0;7.0;1.0;1.0;2.0;6.0;2.0;3.0;4.0;2.0;5.0;5.0;2.0;3.0;5.0;3.0;2.0;4.0;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
