;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
579;112542;9;1;3;2;2;1;1;2;1;1;1;2;4;2;4;3;1.0;1.0;1.0;1.0;6;1;56;4;2;1;1;5.0;6;3.0;720017;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;12;1;7.0;2.0;;0.0;5;0.2632985;3.0;4.0;4.0;4.0;3.0;3.0;3.0;1.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;6.0;1.0;3.0;2.0;2.0;3.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;6.0;1.0;;2.0;1.0;3.0;1.0;2.0;2.0;1.0;2.0;1.0;;1.0;2.0;1.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
580;112543;9;1;4;2;2;2;1;2;1;1;1;2;2;1;4;1;1.0;1.0;1.0;1.0;2;1;55;2;0;1;1;9.0;6;4.0;720017;2.0;;;;;;;;10;1;3.0;2.0;;;5;0.3949479;1.0;1.0;1.0;3.0;3.0;4.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;3.0;2.0;2.0;4.0;2.0;7.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;7.0;7.0;2.0;2.0;6.0;6.0;2.0;2.0;5.0;5.0;2.0;5.0;5.0;3.0;1.0;;2.0;1.0;2.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
581;112546;1;1;1;4;1;2;2;1;1;1;1;1;4;2;4;1;;;;;1;1;34;1;0;1;1;11.0;6;6.0;720017;;1.0;2.0;1.0;2.0;2.0;2.0;2.0;7;2;3.0;1.0;1.0;;4;1.421812;3.0;3.0;4.0;3.0;4.0;4.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;1.0;3.0;2.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;3.0;3.0;3.0;4.0;2.0;5.0;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
582;112548;15;1;4;2;2;4;1;1;1;1;1;2;4;1;4;1;2.0;2.0;1.0;2.0;2;1;68;2;0;1;1;16.0;6;7.0;720017;2.0;;;;;;;;6;4;3.0;2.0;1.0;;6;1.420937;9.0;9.0;9.0;9.0;9.0;3.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;4.0;5.0;2.0;2.0;4.0;2.0;1.0;2.0;9.0;1.0;9.0;1.0;1.0;1.0;1.0;9.0;1.0;9.0;9.0;9.0;9.0;1.0;9.0;9.0;2.0;2.0;9.0;4.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
583;112550;4;1;3;4;3;2;1;1;1;1;1;2;4;1;1;1;2.0;2.0;1.0;2.0;5;1;33;2;3;1;1;11.0;6;6.0;720017;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.1579791;1.0;1.0;1.0;2.0;1.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;1.0;2.0;3.0;2.0;3.0;1.0;1.0;3.0;2.0;3.0;2.0;2.0;1.0;7.0;1.0;2.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;1.0;1.0;4.0;2.0;4.0;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;1.0;1.0;;;;;;;;;;
584;112553;10;1;2;2;1;2;1;2;1;1;1;2;4;1;4;1;2.0;1.0;1.0;2.0;2;1;62;2;0;1;1;16.0;6;7.0;720017;2.0;;;;;;;;6;4;1.0;2.0;1.0;;6;1.007403;1.0;2.0;2.0;1.0;1.0;9.0;9.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;9.0;9.0;9.0;9.0;9.0;9.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;3.0;2.0;2.0;3.0;9.0;1.0;4.0;7.0;1.0;;2.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;1.0;;;;;;;;;
585;112557;8;1;3;2;1;2;1;1;1;1;1;2;3;1;4;1;2.0;2.0;1.0;2.0;3;1;66;3;0;1;1;16.0;6;7.0;720088;2.0;;;;;;;;7;4;1.0;2.0;1.0;;6;1.252638;1.0;1.0;1.0;1.0;4.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;4.0;3.0;3.0;1.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;3.0;2.0;1.0;1.0;1.0;16.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
586;112558;12;1;3;2;2;4;1;1;1;1;1;2;2;1;4;1;2.0;2.0;1.0;2.0;5;1;46;3;2;1;1;4.0;6;2.0;720088;2.0;;;;;;;;12;1;6.0;2.0;;49.0;4;0.2369687;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;4.0;1.0;1.0;1.0;3.0;4.0;1.0;2.0;2.0;2.0;7.0;5.0;3.0;4.0;2.0;7.0;3.0;3.0;2.0;3.0;4.0;2.0;3.0;3.0;2.0;2.0;5.0;16.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
587;112567;9;1;4;2;2;4;1;1;1;1;1;2;4;1;4;1;1.0;1.0;1.0;1.0;4;1;32;2;2;1;1;11.0;6;6.0;720113;2.0;;;;;;;;7;1;3.0;2.0;;;4;0.1974823;3.0;3.0;3.0;3.0;1.0;4.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;1.0;2.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;2.0;1.0;3.0;5.0;2.0;5.0;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
588;112570;6;1;4;2;1;2;1;2;1;2;1;2;5;2;4;2;1.0;1.0;1.0;1.0;1;2;58;1;0;1;1;10.0;6;5.0;720113;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;7;1;2.0;2.0;;;5;0.3949478;2.0;4.0;4.0;4.0;4.0;4.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;4.0;3.0;1.0;1.0;7.0;1.0;7.0;1.0;1.0;7.0;7.0;7.0;2.0;2.0;6.0;6.0;3.0;1.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
