;nomen;revenu;agglo9;loc_log;stat_log;nb_voit;nb_tv;jardin;micro_onde;frigo;congelo;four;soins;situ_fin;situ_alim;manq_alim;viande;jard_potager;jard_verger;jard_pelouse;jard_poules;nbpers;sexe_chef;age_chefq;nbadu;nbenf;agglo5;ech;cspc;reg;pcschef;up;jard_rien;sitalim_regime;sitalim_temps;sitalim_argent;sitalim_depl;sitalim_rhf;sitalim_place;sitalim_autre;chef_diplo;chef_situprof;chef_statempl;chef_typempl;chef_atrav;chef_nbsal;tage_chef;pond_men;selcuileg;selcuivp;selcuivps;selcuioeuf;saliere;selcrud;typesel;chori;chprix;chlabel;chsani;chhabit;chmarq;chpres;chprod;chgout;chetiq;chnut;claim;inscuisson;insconserv;stokcons;micronde;consopc;dlcoeuf;dlcjamb;dlcsaum;dlcfrom;dlcpl;dlcyao;dlclaif;dlccrem;dlcvian;dlcpcsv;csvjamb;csvcharc;csvpc;csventrf;csvfromc;csvvian;nreprill;nreppate;nrepjamb;nrepsaum;nrepsauc;temp;thermo;tempfrig;alimcru;reste;puits;traiteau;traiteauch;traitcirc;traitusag;systion;systcharb;autsyst;fqtrait;entrprof;entrindi;chfacil;chnouv;chpub;nrchoix;traitnsp;nrtrait;systmemb;systmeca;systuv;systaut;systnsp;nrsyst;entrnsp
293;111556;9;1;3;1;1;3;1;2;1;1;1;2;2;1;4;1;1.0;2.0;1.0;2.0;4;1;38;2;2;1;1;9.0;0;4.0;310037;2.0;;;;;;;;11;1;3.0;2.0;;;4;0.1917457;1.0;1.0;1.0;1.0;3.0;2.0;5.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;4.0;2.0;1.0;2.0;6.0;2.0;1.0;2.0;2.0;2.0;2.0;3.0;2.0;2.0;1.0;1.0;2.0;3.0;2.0;2.0;3.0;2.0;3.0;3.0;2.0;1.0;1.0;4.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
294;111557;8;1;3;1;2;4;1;1;1;1;1;2;4;1;4;1;2.0;2.0;1.0;2.0;4;1;30;2;2;1;1;10.0;0;5.0;310037;2.0;;;;;;;;10;1;1.0;2.0;;;4;0.1917485;1.0;1.0;1.0;1.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;3.0;3.0;1.0;1.0;1.0;1.0;1.0;5.0;1.0;5.0;1.0;1.0;3.0;2.0;2.0;2.0;3.0;2.0;3.0;3.0;1.0;1.0;3.0;4.0;1.0;;3.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
295;111558;7;1;3;4;1;2;1;2;1;1;1;2;1;1;4;1;2.0;2.0;1.0;2.0;1;2;26;1;0;1;1;6.0;0;3.0;310037;2.0;;;;;;;;12;1;1.0;2.0;;;3;1.380542;1.0;1.0;3.0;6.0;4.0;4.0;5.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;2.0;2.0;1.0;6.0;2.0;2.0;1.0;1.0;1.0;7.0;1.0;1.0;1.0;1.0;7.0;6.0;6.0;6.0;2.0;3.0;6.0;3.0;2.0;3.0;3.0;3.0;4.0;1.0;;3.0;1.0;3.0;2.0;2.0;1.0;2.0;1.0;2.0;;2.0;1.0;2.0;2.0;2.0;2.0;;2.0;;2.0;2.0;2.0;2.0;2.0;;2.0
296;111562;3;1;3;1;2;2;1;1;1;2;1;2;2;1;4;1;1.0;2.0;1.0;2.0;2;1;53;2;0;1;1;9.0;0;4.0;310037;2.0;;;;;;;;6;1;3.0;2.0;;;5;0.3834913;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;1.0;2.0;2.0;3.0;2.0;3.0;1.0;3.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;1.0;5.0;5.0;1.0;1.0;1.0;5.0;1.0;;3.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
297;111564;6;1;3;2;2;4;1;1;1;1;1;2;2;1;4;1;1.0;1.0;2.0;2.0;2;1;62;2;0;1;1;16.0;0;7.0;310037;2.0;;;;;;;;11;4;3.0;2.0;1.0;;6;0.5710399;1.0;1.0;2.0;1.0;1.0;2.0;3.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;3.0;2.0;3.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;3.0;3.0;2.0;2.0;3.0;3.0;3.0;3.0;1.0;1.0;1.0;4.0;1.0;;1.0;2.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
298;111570;11;2;3;4;1;3;1;1;1;1;1;2;2;1;4;1;1.0;2.0;2.0;2.0;2;1;45;2;0;2;1;9.0;0;4.0;311011;2.0;;;;;;;;11;1;1.0;2.0;;;4;0.3575634;4.0;3.0;4.0;4.0;3.0;4.0;5.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;3.0;2.0;2.0;1.0;3.0;3.0;2.0;1.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;5.0;4.0;1.0;2.0;5.0;1.0;1.0;;3.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
299;111572;14;2;3;2;2;4;1;1;1;1;1;2;1;1;4;1;2.0;1.0;1.0;2.0;5;1;40;2;3;2;1;2.0;0;2.0;311011;2.0;;;;;;;;11;1;6.0;2.0;;2.0;4;0.4438372;3.0;2.0;4.0;4.0;3.0;3.0;3.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;1.0;4.0;9.0;1.0;2.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;5.0;1.0;1.0;1.0;99.0;9.0;;9.0;9.0;9.0;9.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
300;111576;8;2;3;1;2;4;2;1;1;1;1;2;2;1;3;1;;;;;4;1;41;2;2;2;1;10.0;0;5.0;311011;;;;;;;;;7;1;3.0;2.0;;;4;0.1787817;1.0;1.0;3.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;1.0;2.0;4.0;2.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;6.0;3.0;6.0;1.0;4.0;1.0;1.0;4.0;1.0;16.0;1.0;;1.0;1.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
301;111577;2;2;3;3;3;4;1;1;1;1;1;2;3;1;4;1;1.0;2.0;1.0;2.0;4;2;65;4;0;2;1;16.0;0;7.0;311011;2.0;;;;;;;;1;4;4.0;1.0;1.0;;6;1.287228;4.0;4.0;4.0;4.0;3.0;4.0;9.0;2.0;1.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;2.0;4.0;2.0;1.0;7.0;7.0;7.0;1.0;1.0;1.0;1.0;7.0;7.0;2.0;1.0;6.0;2.0;3.0;2.0;5.0;5.0;5.0;5.0;5.0;5.0;1.0;;3.0;3.0;3.0;3.0;;;;;;;;;;2.0;2.0;2.0;;;;;;;;;;
302;111597;15;5;4;2;1;3;1;2;1;1;1;1;4;1;4;1;1.0;1.0;1.0;2.0;2;1;70;2;0;3;1;16.0;0;7.0;312001;2.0;;;;;;;;5;4;7.0;1.0;1.0;2.0;6;0.3165878;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;4.0;1.0;1.0;2.0;4.0;4.0;2.0;1.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;7.0;2.0;2.0;6.0;6.0;3.0;2.0;3.0;5.0;1.0;1.0;5.0;2.0;1.0;;1.0;1.0;2.0;3.0;;;;;;;;;;1.0;2.0;2.0;;;;;;;;;;
